ano,parlamentar,entidade_beneficiada,municipio,cnpj,orgao,objeto,valor
2019,ALENCAR SANTANA BRAGA,PREFEITURA DE OLÍMPIA,OLÍMPIA,46.596.151/0001-55,SAÚDE,AQUISIÇÃO DE MEDICAMENTOS PARA ATENDIMENTO BÁSICO,80000
2019,ALENCAR SANTANA BRAGA,PREFEITURA DE CAIEIRAS,CAIEIRAS,46.523.064/0001-78,SAÚDE,REFORMAS E AMPLIAÇÕES DAS ESTRUTURAS FÍSICAS,113000
2019,ANA DO CARMO,PREFEITURA,EMBU GUAÇU,46.523.148/0001-01,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS PARA INFORMATIZAÇÃO.,123970
2019,ANA DO CARMO,PREFEITURA,SÃO SIMÃO,71.071.666/0001-89,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,95000
2019,ANA DO CARMO,PREFEITURA,SÃO BERNARDO DO CAMPO,46.523.239/0001-47,SAÚDE,CUSTEIO,500000
2019,ANA DO CARMO,HOSPITAL MARIO COVAS,SANTO ANDRÉ,46.374.500/0144-97,SAÚDE,CUSTEIO,1000000
2019,ANA DO CARMO,PREFEITURA,SERRANA,44.298.130/0001-23,SAÚDE,AQUISIÇÃO DE EQUPAMENTOS (RAIO X),95000
2019,ANA DO CARMO,SANTA CASA DE UBATUBA,UBATUBA,46.482.857/0001-96,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,95000
2019,ANA DO CARMO,PREFEITURA,NAZARETH PAULISTA,45.279.643/0001-54,SAÚDE,CUSTEIO,150000
2019,ANA DO CARMO,SANTA CASA DE SÃO SIMÃO,SÃO SIMÃO,71.071.666/0001-89,SAÚDE,CUSTEIO,100000
2019,ANA DO CARMO,PREFEITURA,AMERICANA,45.781.176/0001-66,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000
2019,ANA DO CARMO,PREFEITURA,PORTO FELIZ,46.634.481/0001-98,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,95000
2019,ANA DO CARMO,PREFEITURA,SERRA AZUL,44.229.839/0001-80,SAÚDE,CUSTEIO,50000
2019,ANA DO CARMO,AACD,SÃO PAULO,60.979.457/0001-11,SAÚDE,CUSTEIO,50000
2019,ANALICE FERNANDES,FUNDAÇÃO PIO XII UNIDADE 3,JALES,49.150.352/0008-99,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS PARA MEDIÇÃO DE RADIAÇÃO,230000
2019,ANALICE FERNANDES,*,*,*,SAÚDE,*,2223970
2019,ANDRE DO PRADO,PREFEITURA MUNICIPAL,GUARAREMA,46.523.262/0001-31,SAÚDE,CUSTEIO,100000
2019,ANDRE DO PRADO,PREFEITURA MUNICIPAL,GUARUJÁ,44.959.021/0001-04,SAÚDE,CUSTEIO,100000
2019,ANDRE DO PRADO,PREFEITURA MUNICIPAL,JUQUIÁ,46.585.964/0001-40,SAÚDE,CUSTEIO,100000
2019,ANDRE DO PRADO,PREFEITURA MUNICIPAL,MIRACATU,46.583.654/0001-96,SAÚDE,CUSTEIO,100000
2019,ANDRE DO PRADO,PREFEITURA MUNICIPAL,ITAPEVI,46.523.031/0001-28,SAÚDE,CUSTEIO,200000
2019,ANDRE DO PRADO,PREFEITURA MUNICIPAL,TAUBATÉ,45.176.005/0001-08,SAÚDE,CUSTEIO,100000
2019,ANDRE DO PRADO,PREFEITURA MUNICIPAL,ELDORADO,45.089.885/0001-85,SAÚDE,CUSTEIO,100000
2019,ANDRE DO PRADO,PREFEITURA MUNICIPAL,LAGOINHA,45.167.111/0001-25,SAÚDE,CUSTEIO,100000
2019,ANDRE DO PRADO,PREFEITURA MUNICIPAL,POTIM,65.042.855/0001-20,SAÚDE,CUSTEIO,200000
2019,ANDRE DO PRADO,PREFEITURA MUNICIPAL,COTIA,46.523.049/0001-20,SAÚDE,CUSTEIO,200000
2019,ANDRE DO PRADO,PREFEITURA MUNICIPAL,ARANDU,46.634.176/0001-04,SAÚDE,CUSTEIO,100000
2019,ANDRE DO PRADO,PREFEITURA MUNICIPAL,JANDIRA,46.522.991/0001-73,SAÚDE,CUSTEIO,100000
2019,ANDRE DO PRADO,PREFEITURA MUNICIPAL,SANTOS,58.200.015/0001-83,SAÚDE,CUSTEIO,100000
2019,ANDRE DO PRADO,PREFEITURA MUNICIPAL,ITARIRI,46.578.522/0001-76,SAÚDE,CUSTEIO,100000
2019,ANDRE DO PRADO,PREFEITURA MUNICIPAL,REDENÇÃO DA SERRA,45.167.517/0001-08,SAÚDE,CUSTEIO,100000
2019,ANDRE DO PRADO,PREFEITURA MUNICIPAL,JABORANDI,52.382.702/0001-80,SAÚDE,CUSTEIO,100000
2019,ANDRE DO PRADO,PREFEITURA MUNICIPAL,ROSEIRA,45.212.008/0001-50,SAÚDE,CUSTEIO,100000
2019,ANDRE DO PRADO,PREFEITURA MUNICIPAL,OURINHOS,53.415.717/0001-60,SAÚDE,CUSTEIO,100000
2019,ANDRE DO PRADO,SANTA CASA,SÃO PAULO,62.779.145/0001-90,SAÚDE,CUSTEIO,100000
2019,ANDRE DO PRADO,IBCC - INSTITUTO BRASILEIRO DE CONTROLE DO CÂNCER,SÃO PAULO,62.932.942/0001-65,SAÚDE,CUSTEIO,100000
2019,ANDRE DO PRADO,PREFEITURA MUNICIPAL,CACHOEIRA PAULISTA,45.192.275/0001-02,SAÚDE,CUSTEIO,153970
2019,ANDRE SOARES,PREFEITURA DE SÃO PAULO,SÃO PAULO,46.395.000/0001-39,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,2453970
2019,ANTONIO SALIM CURIATI,PREFEITURA,ÁGUAS DE SANTA BÁRBARA,46.634.226/0001-45,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS E MOBILIÁRIOS PARA ÁREA DA SAÚDE,100000
2019,ANTONIO SALIM CURIATI,PREFEITURA,APARECIDA,46.680.518/0001-14,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,140000
2019,ANTONIO SALIM CURIATI,SANTA CASA DE MISERICÓRDIA,AVARÉ,44.634.019/0001-06,SAÚDE,CUSTEIO,400000
2019,ANTONIO SALIM CURIATI,SANTA CASA DE MISERICÓRDIA,CAPITAL,62.779.145/0001-90,SAÚDE,CUSTEIO,380000
2019,ANTONIO SALIM CURIATI,INSTITUTO DO CÂNCER ARNALDO VIEIRA DE CARVALHO,CAPITAL,60.945.854/0001-72,SAÚDE,CUSTEIO,380000
2019,ANTONIO SALIM CURIATI,ASSOCIAÇÃO CRUZ VERDE,CAPITAL,60.762.846/0001-90,SAÚDE,CUSTEIO,300000
2019,ANTONIO SALIM CURIATI,CASA DE SAÚDE SANTA MARCELINA,CAPITAL,60.742.616/0001-60,SAÚDE,CUSTEIO,300000
2019,ANTONIO SALIM CURIATI,ASSOCIAÇÃO DE ASSISTÊNCIA À CRIANÇA COM DEFICIÊNCIA,CAPITAL,60.979.457/0001-11,SAÚDE,CUSTEIO,185000
2019,ANTONIO SALIM CURIATI,INSTITUTO DE TRATAMENTO DO CÂNCER INFANTIL - ITACI,CAPITAL,60.448.040/0001-22,SAÚDE,CUSTEIO,100000
2019,ANTONIO SALIM CURIATI,PREFEITURA,SANTA MARIA DA SERRA,44.720.530/0001-50,SAÚDE,CUSTEIO,160000
2019,BARROS MUNHOZ,ASSOCIAÇÃO ESPÍRITA VICENTE DE PAULO,ESPÍRITO SANTO DO PINHAL,54.228.366/0002-22,SAÚDE,CUSTEIO,100000
2019,BARROS MUNHOZ,*,*,*,SAÚDE,*,2353970
2019,BETH SAHAO,PREFEITURA MUNICÍPIO DE ALFREDO MARCONDES,ALFREDO MARCONDES,43.162.791/0001-69,SAÚDE,AMPLIAÇÃO DE UNIDADE,60000
2019,BETH SAHAO,SANTA CASA DE MISERICÓRDIA DE BARRETOS,BARRETOS,44.782.779/0001-10,SAÚDE,CUSTEIO,60000
2019,BETH SAHAO,FUNDO MUNICIPAL DE SAÚDE,BORBOREMA,11.508.022/0001-83,SAÚDE,AQUISIÇÃO DE VEÍCULOS,73000
2019,BETH SAHAO,FUNDAÇÃO PADRE ALBINO-HOSPITAL EMÍLIO CARLOS,CATANDUVA,47.074.851/0009-08,SAÚDE,CUSTEIO,500000
2019,BETH SAHAO,HOSPITAL PSIQUIATRICO ESPIRITA MAHATMA GANDHI,CATANDUVA,47.078.019/0001-14,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,120000
2019,BETH SAHAO,PREFEITURA MUNICIPAL DE CATIGUÁ,CATIGUÁ,45.124.344/0001-40,SAÚDE,AMPLIAÇÃO DE UNIDADE,100000
2019,BETH SAHAO,SOCIEDADE FILANTRÓPICA HOSPITAL JOSÉ VENÂNCIO,COLINA,47.266.838/0001-95,SAÚDE,AQUISIÇÃO DE EQUIPAMENTO,70000
2019,BETH SAHAO,PREFEITURA MUNICIPAL DA ESTANCIA DE IBIRÁ,IBIRÁ,45.158.193/0001-41,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,70000
2019,BETH SAHAO,PREFEITURA MUNICIPAL DA ESTANCIA TURISTICA DE IBITINGA,IBITINGA,45.321.460/0001-50,SAÚDE,AQUISIÇÃO DE VEÍCULO,80000
2019,BETH SAHAO,FUNDO MUNICIPAL DE ITAJOBI,ITAJOBI,11.836.627/0001-01,SAÚDE,AQUISIÇÃO DE VEÍCULO,80000
2019,BETH SAHAO,PREFEITURA MUNICIPAL DE IRAPUÃ,IRAPUÃ,45.158.532/0001-90,SAÚDE,CUSTEIO,70000
2019,BETH SAHAO,PREFEITURA MUNICIPAL DE LUCIANÓPOLIS,LUCIANÓPOLIS,44.518.504/0001-73,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,70000
2019,BETH SAHAO,FUNDO MUNICIPAL DE SAÚDE DE MARABÁ PAULISTA,MARABÁ PAULISTA,13.851.503/0001-12,SAÚDE,AMPLIAÇÃO DE UNIDADE,100000
2019,BETH SAHAO,FUNDO MUNICIPAL DE SAÚDE DE NOVA ALIANÇA,NOVA ALIANÇA,13.863.472/0001-10,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,50000
2019,BETH SAHAO,MUNICÍPIO DE NOVAIS,NOVAIS,65.711.699/0001-43,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,70000
2019,BETH SAHAO,PREFEITURA MUNICIPAL DE OLÍMPIA,OLÍMPIA,46.596.151/0001-55,SAÚDE,AQUISIÇÃO DE EQUIPAMENTO,120970
2019,BETH SAHAO,PREFEITUA MUNICIPAL DE PAULO DE FARIA,PAULO DE FARIA,45.150.166/0001-22,SAÚDE,CUSTEIO,80000
2019,BETH SAHAO,PREFEITURA MUNICIPAL DE PIRANGI,PIRANGI,45.343.969/0001-01,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,70000
2019,BETH SAHAO,PREFEITURA MUNICIPAL DE PINDORAMA,PINDORAMA,45.122.942/0001-80,SAÚDE,AMPLIAÇÃO DE UNIDADE,80000
2019,BETH SAHAO,IRMANDADE DO HOSPITAL DE CARIDADE ANITA COSTA,SANTO ANASTÁCIO,57.388.506/0001-37,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,50000
2019,BETH SAHAO,SANTA CASA DE MISERICÓRDIA DE SÃO SIMÃO,SÃO SIMÃO,71.071.666/0001-89,SAÚDE,CUSTEIO,60000
2019,BETH SAHAO,PREFEITURA MUNICIPAL DE SERRA AZUL,SERRA AZUL,44.229.839/0001-71,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,80000
2019,BETH SAHAO,PREFEITURA MUNICIPAL DE TABATINGA,TABATINGA,71.989.685/000-99,SAÚDE,CUSTEIO,100000
2019,BETH SAHAO,PREFEITURA MUNICIPAL DE TERRA ROXA,TERRA ROXA,45.709.896/0001-10,SAÚDE,AQUISIÇÃO DE VEÍCULO,60000
2019,BETH SAHAO,FUNDO MUNICIPAL DE SAÚDE DE UCHÔA,UCHÔA,11.837.851/0001-00,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,60000
2019,BETH SAHAO,IRMANDADE DE MISERICÒRDIA DE URUPÊS,URUPÊS,72.790.280/0001-90,SAÚDE,CUSTEIO,120000
2019,CAIO FRANCA,PREFEITURA MUNICIPAL DE SÃO VICENTE,SÃO VICENTE,46.177.523/0001-09,SAÚDE,CUSTEIO,500000
2019,CAIO FRANCA,SANTA CASA DE LORENA,LORENA,47.563.739/0001-75,SAÚDE,CUSTEIO,150000
2019,CAIO FRANCA,PREFEITURA MUNICIPAL DE CUBATÃO,CUBATÃO,47.492.806/0001-08,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,150000
2019,CAIO FRANCA,PREFEITURA MUNICIPAL DE IGUAPE,IGUAPE,45.550.167/0001-64,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,203000
2019,CAIO FRANCA,PREFEITURA DA ESTÂNCIA BALNEÁRIA DE MONGAGUÁ,MONGAGUÁ,46.578.506/0001-83,SAÚDE,CUSTEIO,150000
2019,CAIO FRANCA,PREFEITURA MUNICIPAL DE TUPÃ,TUPÃ,46.482.840/0001-39,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,200000
2019,CAIO FRANCA,PREFEITURA MUNICIPAL DE MAUÁ,MAUÁ,46.522.959/0001-98,SAÚDE,MANUTENÇÃO DE EQUIPAMENTOS,200000
2019,CAIO FRANCA,PREFEITURA MUNICIPAL DE CARAGUATATUBA,CARAGUATATUBA,46.482.840/0001-39,SAÚDE,CUSTEIO,150000
2019,CAIO FRANCA,PREFEITURA MUNICIPAL DE ITANHAEM,ITANHAEM,46.578.498/0001-75,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,150000
2019,CAIO FRANCA,PREFEITURA MUNICIPAL DE IBITINGA,IBITINGA,45.321.460/0001-50,SAÚDE,CUSTEIO,300000
2019,CAIO FRANCA,PREFEITURA MUNICIPAL DE TAPIRAÍ,TAPIRAÍ,46.634.465/0001-03,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000
2019,CAIO FRANCA,PREFEITURA DE GABRIEL MONTEIRO,GABRIEL MONTEIRO,44.431.161/0001-05,SAÚDE,AQUISIÇÃO DE VEÍCULOS,100000
2019,CAIO FRANCA,PREFEITURA DE PEDRO DE TOLEDO,PEDRO DE TOLEDO,46.578.530/0001-12,SAÚDE,AQUISIÇÃO DE VEÍCULO,100000
2019,CAMPOS MACHADO,PREFEITURA MUNICIPAL,ÁGUAS DA PRATA,44.831.733/0001-43,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000
2019,CAMPOS MACHADO,PREFEITURA MUNICIPAL,AVARÉ,46.634.168/0001-50,SAÚDE,AQUISIÇÃO DE 01 (UMA) VAN PARA TRANSPORTE DE PACIENTES,150000
2019,CAMPOS MACHADO,PREFEITURA MUNICIPAL,CANITAR,57.264.517/0001-05,SAÚDE,REFORMA E AMPLIAÇÃO DE UNIDADE DE SAÚDE,100000
2019,CAMPOS MACHADO,PREFEITURA MUNICIPAL,COLINA,45.291.234/0001-73,SAÚDE,AQUISIÇÃO DE 01 (UMA) VAN PARA TRANSPORTE DE PACIENTES,150000
2019,CAMPOS MACHADO,PREFEITURA MUNICIPAL,DIVINOLÂNDIA,46.435.921/0001-88,SAÚDE,AQUISIÇÃO DE 01 (UM) VEÍCULO DE PEQUENO PORTE,70000
2019,CAMPOS MACHADO,APAE – ASSOCIAÇÃO DE PAIS E AMIGOS EXCEPCIONAIS,IBITINGA,47.048.897/0001-97,SAÚDE,CUSTEIO,50000
2019,CAMPOS MACHADO,ASSOCIAÇÃO CRISTÃ DE PROTEÇÃO A INFÂNCIA E JUVENTUDE – PROJETO CRIANÇA FELIZ,IBITINGA,02.481.654/0001-00,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,50000
2019,CAMPOS MACHADO,CENTRO DE FISIOTERAPIA,IEPÊ,51.393.189/0001-60,SAÚDE,AQUISIÇÃO E INSTALAÇÃO DE 01 (UMA) PISCINA HIDROTERÁPICA,150000
2019,CAMPOS MACHADO,SANTA CASA DE MISERICÓRDIA,IPUÃ,45.708.765/0001-19,SAÚDE,CUSTEIO,100000
2019,CAMPOS MACHADO,PREFEITURA MUNICIPAL,JABORANDI,52.382.702/0001-80,SAÚDE,REFORMA E AMPLIAÇÃO DE UNIDADE DE SAÚDE,83970
2019,CAMPOS MACHADO,PREFEITURA MUNICIPAL,JOSÉ BONIFÁCIO,45.141.132/0001-71,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000
2019,CAMPOS MACHADO,SANTA CASA DE MISERICÓRDIA,JOSÉ BONIFÁCIO,50.857.960/0001-40,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000
2019,CAMPOS MACHADO,PREFEITURA MUNICIPAL,LUIS ANTÔNIO,45.368.016/0001-90,SAÚDE,REFORMA E AMPLIAÇÃO DE UNIDADE DE SAÚDE,300000
2019,CAMPOS MACHADO,CONFERÊNCIA SÃO VICENTE DE PAULO – NOSSA SRA. APARECIDA DE PROMISSÃO,PROMISSÃO,55.618.409/0001-68,SAÚDE,"AQUISIÇÃO DE 01 (UM) VEÍCULO DE PEQUENO PORTE, ADAPTADO PARA CADEIRANTES",100000
2019,CAMPOS MACHADO,PREFEITURA MUNICIPAL,RIBEIRA,46.634.325/0001-27,SAÚDE,AQUISIÇÃO DE 01 (UMA) AMBULÂNCIA,150000
2019,CAMPOS MACHADO,PREFEITURA MUNICIPAL,RIBEIRÃO CORRENTE,45.318.789/0001-61,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,150000
2019,CAMPOS MACHADO,APAE – ASSOCIAÇÃO DE PAIS E AMIGOS EXCEPCIONAIS,SÃO PAULO,60.502.242/0001-05,SAÚDE,CUSTEIO,50000
2019,CAMPOS MACHADO,APAE – ASSOCIAÇÃO DE PAIS E AMIGOS EXCEPCIONAIS,SÃO PAULO,60.502.242/0001-05,SAÚDE,AQUISIÇAO DE EQUIPAMENTOS,50000
2019,CAMPOS MACHADO,APAE – ASSOCIAÇÃO DE PAIS E AMIGOS EXCEPCIONAIS,TAIAÇU,02.329.836/0001-60,SAÚDE,AMPLIAÇÃO DA SEDE,50000
2019,CAMPOS MACHADO,HOSPITAL MUNICIPAL SANTO ANTÔNIO - SUS,TAIÚVA,45.339.611/0001-05,SAÚDE,REFORMA E AMPLIAÇÃO DE UNIDADE DE SAÚDE,150000
2019,CAMPOS MACHADO,SANTA CASA DE MISERICÓRDIA,TIETÊ,72.457.716/0001-23,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000
2019,CAMPOS MACHADO,PREFEITURA MUNICIPAL,VIRADOURO,45.709.912/0001-75,SAÚDE,AQUISIÇÃO DE 01 (UMA) AMBULÂNCIA,150000
2019,CARLAO PIGNATARI,*,*,*,SAÚDE,*,2453970
2019,CARLOS BEZERRA JR,GURPO DE PESQUISA E ASSISTÊNCIA AO CÂNCER INFANTIL,SOROCABA,50.819.523/0001-32,SAÚDE,CUSTEIO,100000
2019,CARLOS BEZERRA JR,PREFEITURA MUNICIPAL DE SUZANO,SUZANO,46.523.056/0001-21,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS NA ÁREA DA SAÚDE,100000
2019,CARLOS BEZERRA JR,LAR MÃE DO DIVINO AMOR,SÃO PAULO,54.321.773/0001-07,SAÚDE,CUSTEIO,100000
