ano,parlamentar,entidade_beneficiada,municipio,cnpj,orgao,objeto,valor
2021,ADRIANA BORGO,PREFEITURA MUNICIPAL DE ALTAIR,ALTAIR,45.152.782/0001-12,SAÚDE,CUSTEIO,108000
2021,ADRIANA BORGO,PREFEITURA MUNICIPAL DE BÁLSAMO,BÁLSAMO,45.142.353/0001-64,SAÚDE,CUSTEIO,100000
2021,ADRIANA BORGO,PREFEITURA MUNICIPAL DE BARRA BONITA,BARRA BONITA,46.172.888/0001-40,SAÚDE,CUSTEIO,100000
2021,ADRIANA BORGO,PREFEITURA MUNICIPAL DE BOITUVA,BOITUVA,46.634.499/0001-90,SAÚDE,CUSTEIO,100000
2021,ADRIANA BORGO,PREFEITURA MUNICIPAL DE BORBOREMA,BORBOREMA,46.737.219/0001-79,SAÚDE,CUSTEIO,100000
2021,ADRIANA BORGO,PREFEITURA MUNICIPAL DE DIVINOLÂNDIA,DIVINOLÂNDIA,46.435.921/0001-88,SAÚDE,CUSTEIO,100000
2021,ADRIANA BORGO,PREFEITURA MUNICIPAL DE FERNANDÓPOLIS,FERNANDÓPOLIS,47.842.836/0001-05,SAÚDE,CUSTEIO,100000
2021,ADRIANA BORGO,PREFEITURA MUNICIPAL DE JABORANDI,JABORANDI,52.382.702/0001-80,SAÚDE,CUSTEIO,100000
2021,ADRIANA BORGO,PREFEITURA MUNICIPAL DE MACAUBAL,MACAUBAL,51.848.943/0001-00,SAÚDE,CUSTEIO,100000
2021,ADRIANA BORGO,PREFEITURA MUNICIPAL DE MANDURI,MANDURI,46.223.749/0001-07,SAÚDE,CUSTEIO,100000
2021,ADRIANA BORGO,PREFEITURA MUNICIPAL DE MOGI GUAÇU,MOGI GUAÇU,45.301.264/0001-13,SAÚDE,CUSTEIO,100000
2021,ADRIANA BORGO,PREFEITURA MUNICIPAL DE MONTE APRAZÍVEL,MONTE APRAZÍVEL,53.221.701/0001-17,SAÚDE,CUSTEIO,100000
2021,ADRIANA BORGO,PREFEITURA MUNICIPAL DE MONTE AZUL PAULISTA,MONTE AZUL PAULISTA,52.942.380/0001-87,SAÚDE,CUSTEIO,100000
2021,ADRIANA BORGO,PREFEITURA MUNICIPAL DE PORTO FELIZ,PORTO FELIZ,46.634.481/0001-98,SAÚDE,CUSTEIO,100000
2021,ADRIANA BORGO,PREFEITURA MUNICIPAL DE PRESIDENTE PRUDENTE,PRESIDENTE PRUDENTE,55.356.653/0001-08,SAÚDE,CUSTEIO,500000
2021,ADRIANA BORGO,PREFEITURA MUNICIPAL DE RIVERSUL,RIVERSUL,46.634.416/0001-62,SAÚDE,CUSTEIO,100000
2021,ADRIANA BORGO,PREFEITURA MUNICIPAL DE SEBASTIANÓPOLIS DO SUL,SEBASTIANÓPOLIS DO SUL,52.879.780/0001-95,SAÚDE,CUSTEIO,100000
2021,ADRIANA BORGO,PREFEITURA MUNICIPAL DE TABAPUÃ,TABAPUÃ,45.128.816/0001-33,SAÚDE,CUSTEIO,100000
2021,AGENTE FEDERAL DANILO BALAS,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE LARANJAL PAULISTA,LARANJAL PAULISTA,67.363.358/0001-50,SAÚDE,CUSTEIO,100000
2021,AGENTE FEDERAL DANILO BALAS,FUNDACAO DOUTOR AMARAL CARVALHO,JAÚ,50.753.755/0001-35,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000
2021,AGENTE FEDERAL DANILO BALAS,FUNDACAO MUNICIPAL DE SAUDE DE RIO CLARO,RIO CLARO,00.955.107/0001-93,SAÚDE,"AQUISIÇÃO DE EQUIPAMENTOS PARA A U.B.S. ORESTE ARMANDO GIOVANNI, LOCALIZADA NA AVENIDA 29, 1311-BAIRRO DO ESTÁDIO, RIO CLARO/ SP.",100000
2021,AGENTE FEDERAL DANILO BALAS,"FUNDACAO SOBECCAN - FUNDACAO PARA PESQUISA, PREVENCAO E ASSISTENCIA DO CANCER",RIBEIRÃO PRETO,02.681.523/0001-76,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000
2021,AGENTE FEDERAL DANILO BALAS,IRMANDADE DA SANTA CASA DE MISERICORDIA DE SAO ROQUE,SÃO ROQUE,70.945.936/0001-70,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000
2021,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE APIAÍ,APIAÍ,46.634.242/0001-38,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS.,100000
2021,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE ARARAS,ARARAS,44.215.846/0001-14,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS PARA A UPA “ELISA SBRISSA FRANCHOZZA”,100000
2021,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE BATATAIS,BATATAIS,45.299.104/0001-87,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS PARA A UPA 24H JOSÉ ANTÔNIO DA SILVA NETO,100000
2021,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE BOITUVA,BOITUVA,46.634.499/0001-90,SAÚDE,"AQUISIÇÃO DE EQUIPAMENTOS PARA A FUNDAÇÃO LUIZ JOÃO LABROCINI (HOSPITAL SÃO LUIZ) - RUA BENEDITA SANSON LABRONICI, 149 - CHÁCARA LABRONICI - BOITUVA/SP",100000
2021,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE CACHOEIRA PAULISTA,CACHOEIRA PAULISTA,45.192.275/0001-02,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000
2021,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE CERQUILHO,CERQUILHO,46.634.614/0001-26,SAÚDE,AQUISIÇÃO DE VEÍCULO,100000
2021,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE CORDEIRÓPOLIS,CORDEIRÓPOLIS,44.660.272/0001-93,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS PARA O HOSPITAL DR. LUIZ CARDINALLI H M C,100000
2021,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE ITU,ITU,46.634.440/0001-00,SAÚDE,"AQUISIÇÃO DE EQUIPAMENTOS PARA UPA - NOSSA SENHORA APARECIDA, SITUADA NA AV. NOVE DE JULHO, 691 - JD. PADRE BENTO, CEP 13313-100.",100000
2021,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE JARINU,JARINÚ,45.780.079/0001-59,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000
2021,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE LEME,LEME,46.362.661/0001-68,SAÚDE,"AQUISIÇÃO DE EQUIPAMENTOS PARA A UBS - CENTRO MÉDICO INTEGRADO 'ANTONIO MACARENKO ', LOCALIZADA NA AVENIDA HERMÍNIO OMETTO, 705 - JARDIM ALVORADA - LEME - SP",100000
2021,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE OSVALDO CRUZ,OSVALDO CRUZ,53.300.356/0001-07,SAÚDE,"AQUISIÇÃO DE EQUIPAMENTOS PARA CENTRO DE SAÚDE I, DR FRANCISCO MONCLAR DOS SANTOS",100000
2021,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE PIEDADE,PIEDADE,46.634.457/0001-59,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000
2021,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE PORTO FELIZ,PORTO FELIZ,46.634.481/0001-98,SAÚDE,"AQUISIÇÃO DE EQUIPAMENTOS PARA CEO 'DRA SIMONE HABICE PRADO MATTAR', RUA MILTON BISTAFA, 70 - CENTRO",100000
2021,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE PRESIDENTE PRUDENTE,PRESIDENTE PRUDENTE,55.356.653/0001-08,SAÚDE,AQUISIÇÃO DE VEÍCULO,100000
2021,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE SÃO CAETANO DO SUL,SÃO CAETANO DO SUL,59.307.595/0001-75,SAÚDE,"AQUISIÇÃO DE EQUIPAMENTOS PARA O COMPLEXO HOSPITALAR MARCIA E MARIA BRAIDO, LOCALIZADO R. LUÍS LOUZA, 48 - SANTA PAULA, SÃO CAETANO DO SUL",100000
2021,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE SOROCABA,SOROCABA,46.634.044/0001-74,SAÚDE,"AQUISIÇÃO DE EQUIPAMENTOS PARA A UBS - CENTRO DE SAÚDE PARQUE SÃO BENTO, LOCALIZADA NA AV. DR. GUALBERTO MOREIRA, 4985 - PARQUE SÃO BENTO, SOROCABA.",154000
2021,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE SOROCABA,SOROCABA,46.634.044/0001-74,SAÚDE,"AQUISIÇÃO DE EQUIPAMENTOS PARA A UBS ÉDEN - CENTRO DE SAÚDE ÉDEN - RUA SALVADOR LEITE MARQUES, 933 - ÉDEN, SOROCABA",154000
2021,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE VOTORANTIM,VOTORANTIM,46.634.051/0001-76,SAÚDE,"AQUISIÇÃO DE EQUIPAMENTOS PARA A UNIDADE BÁSICA DE SAÚDE DO BAIRRO ITAPEVA, LOCALIZADO A RUA JOÃO SANTIAGO FIGUERRA, 200 - ITAPEVA - VOTORANTIM.",100000
2021,AGENTE FEDERAL DANILO BALAS,SANTA CASA DE MISERICORDIA DE DUARTINA,DUARTINA,47.717.467/0001-10,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000
2021,AGENTE FEDERAL DANILO BALAS,SANTA CASA DE MISERICORDIA DE TAPIRAI,TAPIRAÍ,45.476.231/0001-04,SAÚDE,CUSTEIO,100000
2021,AGENTE FEDERAL DANILO BALAS,SANTA CASA DE MISERICÓRDIA DE TIETE,TIETÊ,72.457.716/0001-23,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000
2021,ALEXANDRE PEREIRA,AMARATI ASSOCIAÇÃO DE EDUCAÇÃO TERAPÊUTICA,JUNDIAÍ,51910578/0001-16,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS.,100000
2021,ALEXANDRE PEREIRA,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS – APAE DE JUNDIAÍ,JUNDIAÍ,50.956.440/0001-95,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS.,100000
2021,ALEXANDRE PEREIRA,BEM TE VI CENTRO DE ATENDIMENTO À SÍNDROME DE DOWN,JUNDIAÍ,59.035.642/0001-79,SAÚDE,OBRA DE REFORMA,150000
2021,ALEXANDRE PEREIRA,HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DE BOTUCATU-UNESP,BOTUCATU,12.474.705/0001-20,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,60000
2021,ALEXANDRE PEREIRA,LUIZ BRAILLE INSTITUTO JUDIAIENSE,JUNDIAÍ,50.958.859/0001-86,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS.,170000
2021,ALEXANDRE PEREIRA,PREFEITURA MUNICIPAL DE CABREÚVA,CABREÚVA,46.634.432/0001-55,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,248000
2021,ALEXANDRE PEREIRA,PREFEITURA MUNICIPAL DE IBITINGA,IBITINGA,45.321.460/0001-50,SAÚDE,AQUISIÇÃO DE VEÍCULO,250000
2021,ALEXANDRE PEREIRA,PREFEITURA MUNICIPAL DE ICÉM,ICÉM,45.726.742/0001-37,SAÚDE,"OBRA DE REFORMA NA UNIDADE BÁSICA DE SAÚDE - UBS - AV. HORÁCIO BORGES DA SILVEIRA, 521 CENTRO ICÉM/SP",200000
2021,ALEXANDRE PEREIRA,PREFEITURA MUNICIPAL DE ITATIBA,ITATIBA,50.122.571/0001-77,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,220000
2021,ALEXANDRE PEREIRA,PREFEITURA MUNICIPAL DE ITUPEVA,ITUPEVA,45.780.061/0001-57,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,220000
2021,ALEXANDRE PEREIRA,PREFEITURA MUNICIPAL DE ITUPEVA,ITUPEVA,45.780.061/0001-57,SAÚDE,INVESTIMENTO - OBRA - NOVA BASE DE AMBULÂNCIAS,400000
2021,ALEXANDRE PEREIRA,PREFEITURA MUNICIPAL DE SANTA MARIA DA SERRA,SANTA MARIA DA SERRA,44.720.530/0001-80,SAÚDE,AQUISIÇÃO DE VEÍCULO,160000
2021,ALEXANDRE PEREIRA,PREFEITURA MUNICIPAL DE SÃO CARLOS,SÃO CARLOS,45.358.249/0001-01,SAÚDE,AQUISIÇÃO DE VEÍCULOS.,250000
2021,ALEXANDRE PEREIRA,SANTA CASA DE MISERICORDIA DE ITUVERAVA,ITUVERAVA,50.304.377/0001-02,SAÚDE,CUSTEIO,180000
2021,ALEX DE MADUREIRA,AMBULATÓRIO MÉDICO DE ESPECIALIDADES DE PIRACICABA,PIRACICABA,46.374.500/0225-97,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS PARA FACOEMULSIFICAÇÃO PARA CATARATA,150000
2021,ALEX DE MADUREIRA,ASSOCIAÇÃO BENEFICENTE DE BASTOS - HOSPITAL,BASTOS,44.930.931/0001-64,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,150000
2021,ALEX DE MADUREIRA,CENTRO INFANTIL DE INV. HEMATOLÓGICAS DR. DOMINGOS A. BOLDRINI,CAMPINAS,50.046.887/0001-27,SAÚDE,CUSTEIO,100000
2021,ALEX DE MADUREIRA,HOSPITAL DOS FORNECEDORES DE CANA DE PIRACICABA,PIRACICABA,54.384.631/0001-80,SAÚDE,CUSTEIO,150000
2021,ALEX DE MADUREIRA,HOSPITAL GERAL DE TAIPAS KÁTIA SOUZA RODRIGUES,SÃO PAULO,46.374.500/0111-29,SAÚDE,CUSTEIO,200000
2021,ALEX DE MADUREIRA,INSTITUTO DO CÂNCER DR. ARNALDO VIEIRA DE CARVALHO,SÃO PAULO,60.945.854/0001-72,SAÚDE,CUSTEIO,150000
2021,ALEX DE MADUREIRA,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE MOCOCA,MOCOCA,52.505.153/0001-94,SAÚDE,CUSTEIO,150000
2021,ALEX DE MADUREIRA,IRMANDADE DA SANTA CASA DE MISERICORDIA DE PIRACICABA,PIRACICABA,54.370.630/0001-87,SAÚDE,CUSTEIO,150000
2021,ALEX DE MADUREIRA,IRMANDADE SANTA CASA DE MISERICORDIA DE SÃO JOSÉ DOS CAMPOS,SÃO JOSÉ DOS CAMPOS,45.186.053/0001-87,SAÚDE,CUSTEIO,100000
2021,ALEX DE MADUREIRA,IRMANDADE SANTA CASA DE MISERICORDIA DE VALINHOS,VALINHOS,46.056.487/0001-25,SAÚDE,CUSTEIO,100000
2021,ALEX DE MADUREIRA,PREFEITURA MUNICIPAL DE CUBATÃO,CUBATÃO,47.492.806/0001-08,SAÚDE,CUSTEIO PARA A ÁREA DA SAÚDE,100000
2021,ALEX DE MADUREIRA,PREFEITURA MUNICIPAL DE DIVINOLÂNDIA,DIVINOLÂNDIA,46.435.921/0001-88,SAÚDE,CUSTEIO,100000
2021,ALEX DE MADUREIRA,PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS,FERRAZ DE VASCONCELOS,46.523.197/0001-44,SAÚDE,CUSTEIO NA ÁREA DA SAÚDE,150000
2021,ALEX DE MADUREIRA,PREFEITURA MUNICIPAL DE JACUPIRANGA,JACUPIRANGA,46.582.185/0001-90,SAÚDE,CUSTEIO NA ÁREA DA SAÚDE,150000
2021,ALEX DE MADUREIRA,PREFEITURA MUNICIPAL DE NOVA CAMPINA,NOVA CAMPINA,60.123.072/0001-58,SAÚDE,CUSTEIO NA ÁREA DA SAÚDE,100000
2021,ALEX DE MADUREIRA,PREFEITURA MUNICIPAL DE OUROESTE,OUROESTE,01.611.213/0001-12,SAÚDE,AQUISIÇÃO DE VEÍCULO PARA TRANSPORTE DE PACIENTES,158000
2021,ALEX DE MADUREIRA,PREFEITURA MUNICIPAL DE RIO CLARO,RIO CLARO,45.774.064/0001-88,SAÚDE,CUSTEIO NA ÁREA DA SAÚDE,100000
2021,ALEX DE MADUREIRA,PREFEITURA MUNICIPAL DE SÃO PEDRO,SÃO PEDRO,46.415.998/0001-96,SAÚDE,CUSTEIO NA ÁREA DA SAÚDE,150000
2021,ALEX DE MADUREIRA,SANTA CASA DE MISERICÓRDIA DE ITARARÉ,ITARARÉ,50.055.250/0001-05,SAÚDE,CUSTEIO,100000
2021,ALEX DE MADUREIRA,SOBRAPAR,CAMPINAS,50.101.286/0001-70,SAÚDE,CUSTEIO,100000
2021,ALEX DE MADUREIRA,UNIVERSIDADE ESTADUAL DE CAMPINAS - COMPLEXO HOSPITALAR DA UNICAMP,CAMPINAS,46.068.425/0001-33,SAÚDE,CUSTEIO,100000
2021,ALTAIR MORAES,ASSOCIACAO BRASILEIRA DE ASSISTENCIA E DESENVOLVIMENTO SOCIAL - ABADS,SÃO PAULO,60.805.975/0001-19,SAÚDE,CUSTEIO,400000
2021,ALTAIR MORAES,ASSOCIAÇÃO DE ASSISTÊNCIA À CRIANÇA DEFICIENTE - AACD,SÃO PAULO,60.979.457/0001-11,SAÚDE,CUSTEIO,100000
2021,ALTAIR MORAES,INSTITUTO BRASILEIRO DE CONTROLE DO CÂNCER - IBCC,SÃO PAULO,62.932.942/0001-65,SAÚDE,CUSTEIO,100000
2021,ALTAIR MORAES,PREFEITURA MUNICIPAL DE MOGI GUAÇU,MOGI GUAÇU,45.301.264/0001-13,SAÚDE,CUSTEIO,1000000
2021,ALTAIR MORAES,PREFEITURA MUNICIPAL DE VALINHOS,VALINHOS,45.787.678/0001-02,SAÚDE,CUSTEIO,1000000
2021,ALTAIR MORAES,PREFEITURA MUNICIPAL DE VARGEM GRANDE DO SUL,VARGEM GRANDE DO SUL,46.248.837/0001-55,SAÚDE,CUSTEIO,108000
2021,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE APARECIDA D'OESTE,APARECIDA D'OESTE,46.605.051/0001-48,SAÚDE,AQUISIÇÃO DE VAN,160000
2021,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE ARIRANHA,ARIRANHA,45.117.116/0001-43,SAÚDE,REFORMA E AMPLIAÇÃO DA UNIDADE BÁSICA DE SAÚDE 'MIGUEL HERNANDES',200000
2021,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE BURITAMA,BURITAMA,44.435.121/0001-31,SAÚDE,REFORMA E AMPLIAÇÃO DA UNIDADE BÁSICA DE SAÚDE ' ANA FERREIRA DE JESUS',200000
2021,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE MACEDÔNIA,MACEDÔNIA,45.115.912/0001-47,SAÚDE,AQUISIÇÃO DE VAN,160000
2021,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE MIRASSOL,MIRASSOL,46.612.032/0001-49,SAÚDE,REFORMA DE UM PRÉDIO MUNICIPAL PARA INSTALAÇÃO DA FARMÁCIA DO POVO,300000
2021,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE MIRASSOLÂNDIA,MIRASSOLÂNDIA,45.144.748/0001-04,SAÚDE,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,200000
2021,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE OUROESTE,OUROESTE,01.611.213/0001-12,SAÚDE,AQUISIÇÃO DE VAN,160000
2021,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE PALESTINA,PALESTINA,45.149.184/0001-94,SAÚDE,AQUISIÇÃO DE VAN,150000
2021,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE PONTALINDA,PONTALINDA,65.712.077/0001-30,SAÚDE,AQUISIÇÃO DE VAN,160000
2021,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE SANTA ALBERTINA,SANTA ALBERTINA,45.135.530/0001-85,SAÚDE,AQUISIÇÃO DE VAN,150000
2021,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE SÃO LOURENÇO DA SERRA,SÃO LOURENÇO DA SERRA,59.058.131/0001-72,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,150000
2021,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE SEBASTIANÓPOLIS DO SUL,SEBASTIANÓPOLIS DO SUL,52.879.780/0001-95,SAÚDE,AQUISIÇÃO DE VAN,160000
2021,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE URANIA,URÂNIA,46.611.117/0001-02,SAÚDE,CUSTEIO,158000
2021,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE VARGEM GRANDE PAULISTA,VARGEM GRANDE PAULISTA,51.455.087/0001-22,SAÚDE,"REFORMA E AMPLIAÇÃO DE UNIDADES BÁSICA DE SAÚDE, NOS BAIRROS JARDIM MARGARIDA E PORTÃO VERMELHO",400000
2021,ANDRE DO PRADO,HOSPITAL REGIONAL DARCY VARGAS,SÃO PAULO,31.517.493/0001-65,SAÚDE,CUSTEIO,100000
2021,ANDRE DO PRADO,INSTITUTO BRASILEIRO DE CONTROLE DO CÂNCER - IBCC,SÃO PAULO,62.932.942/0001-65,SAÚDE,CUSTEIO,100000
2021,ANDRE DO PRADO,INSTITUTO DO CÂNCER ARNALDO VIEIRA DE CARVALHO,SÃO PAULO,60.945.854/0001-72,SAÚDE,CUSTEIO,100000
2021,ANDRE DO PRADO,IRMANDADE DA SANTA CASA DE MISERICORDIA DE SÃO ROQUE,SÃO ROQUE,70.945.936/0001-70,SAÚDE,CUSTEIO,150000
2021,ANDRE DO PRADO,PREFEITURA MUNICIPAL DE BIRITIBA MIRIM,BIRITIBA-MIRIM,46.523.288/0001-80,SAÚDE,CUSTEIO,300000
2021,ANDRE DO PRADO,PREFEITURA MUNICIPAL DE BOM JESUS DOS PERDÕES,BOM JESUS DOS PERDÕES,52.359.692/0001-62,SAÚDE,CUSTEIO,200000
2021,ANDRE DO PRADO,PREFEITURA MUNICIPAL DE BORBOREMA,BORBOREMA,46.737.219/0001-79,SAÚDE,AQUISIÇÃO DE VAN PARA TRANSPORTE DE PACIENTES,200000
2021,ANDRE DO PRADO,PREFEITURA MUNICIPAL DE CANANÉIA,CANANÉIA,46.585.956/0001-01,SAÚDE,CUSTEIO,250000
2021,ANDRE DO PRADO,PREFEITURA MUNICIPAL DE JACAREÍ,JACAREÍ,46.694.139/0001-83,SAÚDE,CUSTEIO,200000
2021,ANDRE DO PRADO,PREFEITURA MUNICIPAL DE LORENA,LORENA,47.563.739/0001-75,SAÚDE,CUSTEIO,300000
2021,ANDRE DO PRADO,PREFEITURA MUNICIPAL DE REDENÇÃO DA SERRA,REDENÇÃO DA SERRA,45.167.517/0001-08,SAÚDE,CUSTEIO,200000
2021,ANDRE DO PRADO,PREFEITURA MUNICIPAL DE ROSEIRA,ROSEIRA,45.212.008/0001-50,SAÚDE,CUSTEIO,200000
2021,ANDRE DO PRADO,PREFEITURA MUNICIPAL DE UBATUBA,UBATUBA,46.482.857/0001-96,SAÚDE,CUSTEIO,300000
2021,ANDRE DO PRADO,SECRETARIA DE ESTADO DA SAUDE,SÃO PAULO,46.374.500/0088-45,SAÚDE,CUSTEIO (PARA ATENDER O CONJUNTO HOSPITALAR DO MANDAQUI SÃO PAULO),108000
2021,APRIGIO,PREFEITURA MUNICIPAL DE TABOÃO DA SERRA,TABOÃO DA SERRA,46.523.122/0001-63,SAÚDE,CUSTEIO SAÚDE,2708000
2021,ARTHUR MAMAE FALEI,BANCO DE OLHOS DE SOROCABA,SOROCABA,50.795.566/0002-06,SAÚDE,CUSTEIO,175000
2021,ARTHUR MAMAE FALEI,FUNDAÇÃO DOUTOR AMARAL CARVALHO,JAÚ,50.753.755/0001-35,SAÚDE,CUSTEIO,150000
2021,ARTHUR MAMAE FALEI,FUNDAÇÃO FACULDADE DE MEDICINA,SÃO PAULO,56.577.059/0001-00,SAÚDE,INVESTIMENTO E CUSTEIO AO INSTITUTO DE ORTOPEDIA E TRAUMATOLOGIA DO HOSPITAL DAS CLÍNICAS DA FACULDADE DE MEDICINA DA UNIVERSIDADE DE SÃO PAULO,368000
2021,ARTHUR MAMAE FALEI,GRUPO DE PESQUISA E ASSISTÊNCIA AO CÂNCER INFANTIL - GPACI,SOROCABA,50.819.523/0001-32,SAÚDE,CUSTEIO,175000
2021,ARTHUR MAMAE FALEI,INSTITUTO AMOR EM PATAS,SÃO PAULO,30.306.631/0001-02,SAÚDE,CUSTEIO SAÚDE ANIMAL,100000
2021,ARTHUR MAMAE FALEI,INSTITUTO BRASILEIRO DE CONTROLE DO CÂNCER,SÃO PAULO,62.932.942/0001-65,SAÚDE,CUSTEIO,168000
2021,ARTHUR MAMAE FALEI,INSTITUTO DAS PEQUENAS MISSIONÁRIAS DE MARIA IMACULADA - HOSPITAL PIO XII,SÃO JOSÉ DOS CAMPOS,60.194.990/0006-82,SAÚDE,CUSTEIO,150000
