ano,parlamentar,entidade_beneficiada,municipio,cnpj,orgao,objeto,valor
2020,ADRIANA BORGO,PREFEITURA MUNICIPAL DE SÃO SEBASTIÃO DA GRAMA,SÃO SEBASTIÃO DA GRAMA,45.741.527/0001-05,SAÚDE,CUSTEIO,100000
2020,ADRIANA BORGO,REDE MARIO GATTI,CAMPINAS,47.018.676/0001-76,SAÚDE,CUSTEIO,800000
2020,ADRIANA BORGO,PREFEITURA MUNICIPAL DE CAMPINA DO MONTE ALEGRE,CAMPINA DO MONTE ALEGRE,67.360.404/0001-67,SAÚDE,CUSTEIO,100000
2020,ADRIANA BORGO,ASSOCIAÇÃO SANTAMARENSE DE BENEFICÊNCIA DO GUARUJÁ,GUARUJÁ,48.697.338-0001/70,SAÚDE,CUSTEIO,135000
2020,ADRIANA BORGO,PREFEITURA MUNICIPAL DE BERTIOGA,BERTIOGA,68.020.916/0001-47,SAÚDE,CUSTEIO,170000
2020,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE SOROCABA,SOROCABA,46.634.044/0001-74,SAÚDE,OBRAS NAS UBSS DE SOROCABA.,300000
2020,AGENTE FEDERAL DANILO BALAS,FUNDAÇÃO SÃO PAULO - HOSPITAL SANTA LUCINDA,SOROCABA,60.990.751/0017-91,SAÚDE,CUSTEIO,200000
2020,AGENTE FEDERAL DANILO BALAS,CHS - CONJUNTO HOSPITALAR DE SOROCABA,SOROCABA,46.374.500/0014-09,SAÚDE,CUSTEIO,200000
2020,AGENTE FEDERAL DANILO BALAS,IBRAPER - INSTITUTO BRASILEIRO DE APOIO E PESQUISAS A PACIENTES ONCOLÓGICOS EM REFLEXOLOGIAS,SOROCABA,24.898.978/0001-80,SAÚDE,CUSTEIO,100000
2020,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE ARARAS,ARARAS,44.215.846/0001-14,SAÚDE,CUSTEIO,200000
2020,AGENTE FEDERAL DANILO BALAS,LAR ESPÍRITA IVAN SANTOS DE ALBUQUERQUE,SOROCABA,71.868.962/0001-05,SAÚDE,CUSTEIO,100000
2020,AGENTE FEDERAL DANILO BALAS,ASSOCIAÇÃO DA SANTA CASA DE MISERICÓRDIA DE PILAR DO SUL,PILAR DO SUL,50.819.580/0001-11,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000
2020,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE ANGATUBA,ANGATUBA,46.634.234/0001-91,SAÚDE,AQUISIÇÃO DE VEÍCULO E EQUIPAMENTOS,100000
2020,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE APIAÍ,APIAÍ,46.634.242/0001-38,SAÚDE,CUSTEIO,100000
2020,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE CAPELA DO ALTO,CAPELA DO ALTO,46.634.077/0001-14,SAÚDE,CUSTEIO,100000
2020,AGENTE FEDERAL DANILO BALAS,IRM SENHOR DOS PASSOS E STA CAS MISER GUARATINGUETA,GUARATINGUETÁ,48.547.806/0001-20,SAÚDE,CUSTEIO,160000
2020,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE MAIRINQUE,MAIRINQUE,45.944.428/0001-20,SAÚDE,CUSTEIO,100000
2020,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE SARAPUÍ,SARAPUÍ,46.634.341/0001-10,SAÚDE,CUSTEIO,100000
2020,AGENTE FEDERAL DANILO BALAS,SANTA CASA DE MISERICÓRDIA DE TIETE,TIETÊ,72.457.716/0001-23,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000
2020,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE VOTORANTIM,VOTORANTIM,46.634.051/0001-76,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000
2020,AGENTE FEDERAL DANILO BALAS,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PORTO FELIZ,PORTO FELIZ,55.141.725/0001-91,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000
2020,AGENTE FEDERAL DANILO BALAS,GRAACC - GRUPO DE APOIO AO ADOLESCENTE E A CRIANÇA COM CÂNCER,SÃO PAULO,67.185.694/0001-50,SAÚDE,CUSTEIO,100000
2020,AGENTE FEDERAL DANILO BALAS,APAE - ASSOCIAÇÃO PAIS E AMIGOS DOS EXCEP DE SOROCABA,SOROCABA,71.869.358/0001-01,SAÚDE,CUSTEIO,120000
2020,AGENTE FEDERAL DANILO BALAS,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PORTO FELIZ,PORTO FELIZ,55.149.348/0001-37,SAÚDE,AQUISIÇÃO DE VAN E EQUIPAMENTOS,100000
2020,AGENTE FEDERAL DANILO BALAS,PREFEITURA MUNICIPAL DE SALTO DE PIRAPORA,SALTO DE PIRAPORA,46.634.093/0001-07,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000
2020,ALEX DE MADUREIRA,INSTITUTO BRASILEIRO DE CONTROLE DO CÂNCER,SÃO PAULO,62.932.942/0001-65,SAÚDE,CUSTEIO,100000
2020,ALEX DE MADUREIRA,ASSOCIAÇÃO CONGREGAÇÃO DE SANTA CATARINA - HOSPITAL AMPARO MATERNAL,SÃO PAULO,60.922.168/0043-35,SAÚDE,CUSTEIO,130000
2020,ALEX DE MADUREIRA,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SÃO PAULO,SÃO PAULO,62.779.145/0001-90,SAÚDE,CUSTEIO,150000
2020,ALEX DE MADUREIRA,FUNDAÇÃO DR. AMARAL CARVALHO,JAÚ,50.753.755/0001-35,SAÚDE,CUSTEIO,100000
2020,ALEX DE MADUREIRA,IRMANDADE DA SANTA CASA DE MISERICORDIA DE PIRACICABA,PIRACICABA,54.370.630/0001-87,SAÚDE,CUSTEIO,150000
2020,ALEX DE MADUREIRA,HOSPITAL DOS FORNECEDORES DE CANA DE PIRACICABA,PIRACICABA,54.384.631/0001-80,SAÚDE,CUSTEIO,150000
2020,ALEX DE MADUREIRA,IRMANDADE SANTA CASA DE MISERICORDIA DE SÃO JOSÉ DOS CAMPOS,SÃO JOSÉ DOS CAMPOS,45.186.053/0001-87,SAÚDE,CUSTEIO,150000
2020,ALEX DE MADUREIRA,PREFEITURA MUNICIPAL DE ESPÍRITO SANTO DO PINHAL,ESPÍRITO SANTO DO PINHAL,45.739.083/0001-73,SAÚDE,CUSTEIO,150000
2020,ALEX DE MADUREIRA,HOSPITAL DAS CLÍNICAS DE BOTUCATU,BOTUCATU,12.474.705/0001-20,SAÚDE,REFORMA DO HEMOCENTRO,100000
2020,ALEX DE MADUREIRA,PREFEITURA MUNICIPAL DE FLÓRIDA PAULISTA,FLÓRIDA PAULISTA,44.925.691/0001-00,SAÚDE,CUSTEIO,150000
2020,ALEX DE MADUREIRA,PREFEITURA MUNICIPAL DE SÃO PEDRO,SÃO PEDRO,46.415.998/0001-96,SAÚDE,CUSTEIO,150000
2020,ALEX DE MADUREIRA,PREFEITURA MUNICIPAL DE TUPÃ,TUPÃ,44.573.087/0001-61,SAÚDE,CUSTEIO,200000
2020,ALEX DE MADUREIRA,PREFEITURA MUNICIPAL DE NOVA GRANADA,NOVA GRANADA,45.147.733/0001-91,SAÚDE,CUSTEIO,150000
2020,ALEX DE MADUREIRA,PREFEITURA MUNICIPAL DE BASTOS,BASTOS,45.547.403/0001-93,SAÚDE,CUSTEIO,150000
2020,ALEX DE MADUREIRA,PREFEITURA MUNICIPAL DE CRAVINHOS,CRAVINHOS,45.228.319/0001-07,SAÚDE,AQUISIÇÃO DE MINI VAN ADAPTADA PARA SECRETARIA MUNICIPAL DA PESSOA COM DEFICIÊNCIA E MOBILIDADE REDUZIDA,100000
2020,ALEX DE MADUREIRA,HOSPITAL E MATERNIDADE DE RANCHARIA,RANCHARIA,55.686.786/0001-34,SAÚDE,CUSTEIO,144852
2020,ALEX DE MADUREIRA,UNIVERSIDADE ESTADUAL DE CAMPINAS - COMPLEXO HOSPITALAR DA UNICAMP,CAMPINAS,46.068.425/0001-33,SAÚDE,CUSTEIO,150000
2020,ALEX DE MADUREIRA,FUNDAÇÃO SANTA CASA DE MISERICÓRDIA DE FRANCA,FRANCA,47.969.134/0001-89,SAÚDE,CUSTEIO,100000
2020,ALEX DE MADUREIRA,FUNDAÇÃO PIO XII - HOSPITAL DO CÂNCER DE BARRETOS,BARRETOS,49.150.352/0001-12,SAÚDE,CUSTEIO,100000
2020,ALEXANDRE PEREIRA,PREFEITURA MUNICIPAL DE IBIÚNA,IBIÚNA,46.634.531/0001-37,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS PARA O HOSPITAL MUNICIPAL DE IBIÚNA,100000
2020,ALEXANDRE PEREIRA,HOSPITAL E MATERNIDADE FERNANDO MAGALHÃES,MONTE AZUL PAULISTA,52.941.887/0001-16,SAÚDE,CUSTEIO,100000
2020,ALEXANDRE PEREIRA,PREFEITURA MUNICIPAL DE TAPIRATIBA,TAPIRATIBA,45.742.707/0001-01,SAÚDE,CUSTEIO,100000
2020,ALEXANDRE PEREIRA,PREFEITURA MUNICIPAL DE IPUÃ,IPUÃ,49.556.863/0001-39,SAÚDE,CUSTEIO PARA IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE IPUÃ,100000
2020,ALEXANDRE PEREIRA,ASSOCIAÇÃO CRISTIANE DA COSTA,JABOTICABAL,093391560001 76,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000
2020,ALEXANDRE PEREIRA,HOSPITAL UNIVERSITÁRIO DA FACULDADE DE MEDICINA DE JUNDIAÍ – HU,JUNDIAÍ,50.985.266/0002-90,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,300000
2020,ALEXANDRE PEREIRA,ATEAL -ASSOCIAÇÃO TERAPÊUTICA DE ESTIMULAÇÃO AUDITIVA E LINGUAGEM,JUNDIAÍ,51.910.842/0001-11,SAÚDE,OBRAS DE CONSTRUÇÃO,700000
2020,ALEXANDRE PEREIRA,HA - HOSPITAL DE AMOR DE BARRETOS,BARRETOS,49.150.352/0001-12,SAÚDE,CUSTEIO,100000
2020,ALEXANDRE PEREIRA,PREFEITURA MUNICIPAL DE AMÉRICO DE CAMPOS,AMÉRICO DE CAMPOS,45.160.173/0001-05,SAÚDE,CUSTEIO,100000
2020,ALEXANDRE PEREIRA,PREFEITURA MUNICIPAL DE ITAJOBI,ITAJOBI,45.126.851/0001-13,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000
2020,ALEXANDRE PEREIRA,PREFEITURA MUNICIPAL DE AVARÉ,AVARÉ,46.634.168/0001-50,SAÚDE,CUSTEIO,100000
2020,ALEXANDRE PEREIRA,PREFEITURA MUNICIPAL DE MESÓPOLIS,MESÓPOLIS,65.712.069/0001-93,SAÚDE,AQUISIÇÃO DE VEÍCULO,140000
2020,ALEXANDRE PEREIRA,PREFEITURA MUNICIPAL DE IBITINGA,IBITINGA,45.321.460/0001-50,SAÚDE,AQUISIÇÃO DE VEÍCULOS,110000
2020,ALEXANDRE PEREIRA,PREFEITURA MUNICIPAL DE TARABAI,TARABAI,44.873.396/0001-57,SAÚDE,AQUISIÇÃO DE UMA AMBULÂNCIA,150000
2020,ALEXANDRE PEREIRA,APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE PIRACICABA,PIRACICABA,23.943.194/0001-64,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000
2020,ALEXANDRE PEREIRA,PREFEITURA MUNICIPAL DE BEBEDOURO,BEBEDOURO,45.709.920/0001-11,SAÚDE,OBRAS DE CONSTRUÇÃO,180000
2020,ALTAIR MORAES,INSTITUTO BRASILEIRO DE CONTROLE DO CÂNCER - IBCC,SÃO PAULO,62.932.942/0001-65,SAÚDE,CUSTEIO,100000
2020,ALTAIR MORAES,PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS,FERRAZ DE VASCONCELOS,46.523.197/0001-44,SAÚDE,CUSTEIO,1000000
2020,ALTAIR MORAES,PREFEITURA MUNICIPAL DE ESPÍRITO SANTO DO PINHAL,ESPÍRITO SANTO DO PINHAL,45.739.083/0001-73,SAÚDE,CUSTEIO,400000
2020,ALTAIR MORAES,PREFEITURA MUNICIPAL DE MAUÁ,MAUÁ,46.522.959/0001-98,SAÚDE,CUSTEIO,480000
2020,ALTAIR MORAES,PREFEITURA MUNICIPAL DE CRUZEIRO,CRUZEIRO,46.668.596/0001-01,SAÚDE,CUSTEIO,200000
2020,ALTAIR MORAES,PREFEITURA MUNICIPAL DE CASA BRANCA,CASA BRANCA,45.735.479/0001-42,SAÚDE,CUSTEIO SANTA CASA DE MISERICÓRDIA DE CASA BRANCA,100000
2020,ALTAIR MORAES,CASA DE SAÚDE STELLA MARIS,CARAGUATATUBA,60.194.990/0011-40,SAÚDE,CUSTEIO,100000
2020,ALTAIR MORAES,INSTITUTO SUEL ABUJAMRA,SÃO PAULO,05.095.474/0001-88,SAÚDE,CUSTEIO,100000
2020,ALTAIR MORAES,ASSOCIAÇÃO DE ASSISTÊNCIA À CRIANÇA DEFICIENTE - AACD,SÃO PAULO,60.979.457/0001-11,SAÚDE,CUSTEIO,100000
2020,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE MAGDA,MAGDA,45.660.628/0001-51,SAÚDE,AMBULÂNCIA,130000
2020,ANALICE FERNANDES,SOCIEDADE MATONENSE DE BENEMERÊNCIA,MATÃO,52.314.861/0001-48,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,300000
2020,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE NHANDEARA,NHANDEARA,45.146.271/0001-98,SAÚDE,"AMBULÂNCIA R$130000,00 E AQUISIÇÃO PARA EQUIPAMENTO ODONTOLÓGICO R$30000,00",160000
2020,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE DOLCINÓPOLIS,DOLCINÓPOLIS,48.318.182/0001-70,SAÚDE,VEÍCULO PARA ATENDER UBS,50000
2020,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE URANIA,URÂNIA,46.611.117/0001-02,SAÚDE,CONSTRUÇÃO DO CENTRO DE SAÚDE,300000
2020,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE POPULINA,POPULINA,51.842.177/0001-76,SAÚDE,VAN PARA TRANSPORTE DE PACIENTES,150000
2020,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE SANTA RITA D'OESTE,SANTA RITA D'OESTE,45.138.336/0001-53,SAÚDE,AMBULÂNCIA,130000
2020,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE MERIDIANO,MERIDIANO,45.116.092/0001-08,SAÚDE,AMBULÂNCIA,130000
2020,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE SÃO JOÃO DAS DUAS PONTES,SÃO JOÃO DAS DUAS PONTES,45.116.712/0001-09,SAÚDE,AMBULÂNCIA,130000
2020,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE PONTALINDA,PONTALINDA,65.712.077/0001-30,SAÚDE,VAN PARA TRANSPORTE DE PACIENTES,150000
2020,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE ARIRANHA,ARIRANHA,45.117.116/0001-43,SAÚDE,REFORMA DO HOSPITAL MUNICIPAL JÚLIA RUETE,250000
2020,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE SANTA ADÉLIA,SANTA ADÉLIA,46.599.270/0001-61,SAÚDE,AMBULÂNCIA,130000
2020,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE MENDONÇA,MENDONÇA,46.935.110/0001-46,SAÚDE,VAN PARA TRANSPORTE DE PACIENTES,150000
2020,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE PEDRANÓPOLIS,PEDRANÓPOLIS,63.893.929/0001-07,SAÚDE,CUSTEIO PARA A SECRETARIA DA SAÚDE MUNICIPAL,100000
2020,ANALICE FERNANDES,PREFEITURA MUNICIPAL DE SÃO PAULO,SÃO PAULO,46.395.000/0001-39,SAÚDE,REFORMA E ADEQUAÇÃO DA UBS JARDIM JAQUELINE - BUTANTÃ - CRS OESTE,320000
2020,ANDRE DO PRADO,PREFEITURA MUNICIPAL DE AREIAS,AREIAS,45.195.963/0001-26,SAÚDE,AQUISIÇÃO DE VAN PARA TRANSPORTE DE PACIENTES,120000
2020,ANDRE DO PRADO,PREFEITURA MUNICIPAL DE BIRITIBA MIRIM,BIRITIBA-MIRIM,46.523.288/0001-80,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,150000
2020,ANDRE DO PRADO,HOSPITAL DAS CLÍNICAS UNICAMP DE CAMPINAS - HOSPITAL DA MULHER PROFº DR. J. A. PINOTTI - CAISM,CAMPINAS,46.068.425/0001-33,SAÚDE,CUSTEIO,100000
2020,ANDRE DO PRADO,PREFEITURA MUNICIPAL DE ARANDÚ,ARANDU,46.634.176/0001-04,SAÚDE,CUSTEIO,200000
2020,ANDRE DO PRADO,SANTA CASA DE MISERICÓRDIA DE BARRETOS,BARRETOS,44.782.779/0001-10,SAÚDE,CUSTEIO,100000
2020,ANDRE DO PRADO,PREFEITURA MUNICIPAL DE BERTIOGA,BERTIOGA,68.020.916/0001-47,SAÚDE,CUSTEIO,250000
2020,ANDRE DO PRADO,ASSOCIAÇÃO BENEFICENTE NOSSA SENHORA DA CONCEIÇÃO,CUNHA,47.531.835/0001-31,SAÚDE,CUSTEIO,150000
2020,ANDRE DO PRADO,PREFEITURA MUNICIPAL DE FERRAZ DE VASCONCELOS,FERRAZ DE VASCONCELOS,46.523.197/0001-44,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,150000
2020,ANDRE DO PRADO,PREFEITURA MUNICIPAL DE GUARAÇAÍ,GUARAÇAÍ,51.104.552/0001-80,SAÚDE,AQUISIÇÃO DE EQUIPAMENTOS,100000
2020,ANDRE DO PRADO,SANTA CASA DE MISERICÓRDIA DE GUARAREMA,GUARAREMA,48.517.932/0001-32,SAÚDE,CUSTEIO,200000
2020,ANDRE DO PRADO,PREFEITURA MUNICIPAL DE JACAREÍ,JACAREÍ,46.694.139/0001-83,SAÚDE,CUSTEIO,250000
2020,ANDRE DO PRADO,ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE JUQUIÁ - APAE,JUQUIÁ,57.740.912/0001-17,SAÚDE,AQUISIÇÃO DE VEÍCULO TIPO VAN PARA TRANSPORTE DE PACIENTES,150000
2020,ANDRE DO PRADO,INSTITUTO DR. SUEL ABUJAMRA,SÃO PAULO,05.095.474/0001-88,SAÚDE,CUSTEIO,100000
2020,ANDRE DO PRADO,HOSPITAL REGIONAL DARCY VARGAS,SÃO PAULO,31.517.493/0001-65,SAÚDE,CUSTEIO,100000
2020,ANDRE DO PRADO,INSTITUTO DO CÂNCER ARNALDO VIEIRA DE CARVALHO,SÃO PAULO,60.945.854/0001-72,SAÚDE,CUSTEIO,100000
2020,ANDRE DO PRADO,INSTITUTO BRASILEIRO DE CONTROLE DO CÂNCER - IBCC,SÃO PAULO,62.932.942/0001-65,SAÚDE,CUSTEIO,100000
2020,ANDRE DO PRADO,FUNDAÇÃO OSWALDO RAMOS - HOSPITAL DO RIM,SÃO PAULO,52.803.319/0001-59,SAÚDE,CUSTEIO,100000
2020,ANDRE DO PRADO,PREFEITURA MUNICIPAL DE CAPIVARI,CAPIVARI,44.723.674/0001-90,SAÚDE,AQUISIÇÃO DE UMA AMBULÂNCIA TIPO UTI (PARA ATENDER A SANTA CASA DE MISERICÓRDIA),160000
2020,APRIGIO,HOSPITAL GERAL DE PIRAJUSSARA,TABOÃO DA SERRA,61.699.567/0004-35,SAÚDE,INVESTIMENTO EM REFORMA E AMPLIAÇÃO,700000
2020,APRIGIO,AMBULATÓRIO MÉDICO DE ESPACIALIDADES,TABOÃO DA SERRA,61.699.567/0029-93,SAÚDE,EQUIPAMENTOS MÉDICO HOSPITALAR,130000
2020,APRIGIO,PREFEITURA MUNICIPAL DE EMBU DAS ARTES,EMBU DAS ARTES,46.523.114/0001-17,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,150000
2020,APRIGIO,PREFEITURA MUNICIPAL DE EMBU DAS ARTES,EMBU DAS ARTES,46.523.114/0001-17,SAÚDE,INVESTIMENTO EM CONSTRUÇÃO DE AMBULATÓRIO MÉDICO DE ESPECIALIDADE - AME,200000
2020,APRIGIO,PREFEITURA MUNICIPAL DE ITAPECERICA DA SERRA,ITAPECERICA DA SERRA,46.523.130/0001-00,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,150000
2020,APRIGIO,PREFEITURA MUNICIPAL DE ITAPECERICA DA SERRA,ITAPECERICA DA SERRA,46.523.130/0001-00,SAÚDE,INVESTIMENTO EM CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,200000
2020,APRIGIO,PREFEITURA MUNICIPAL DE SÃO LOURENÇO DA SERRA,SÃO LOURENÇO DA SERRA,59.058.131/0001-72,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,150000
2020,APRIGIO,PREFEITURA MUNICIPAL DE JUQUITIBA,JUQUITIBA,46.523.155/0001-03,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,150000
2020,APRIGIO,PREFEITURA MUNICIPAL DE COTIA,COTIA,46.523.049/0001-20,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,150000
2020,APRIGIO,PREFEITURA MUNICIPAL DE BOFETE,BOFETE,46.634.143/0001-56,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,150000
2020,APRIGIO,PREFEITURA MUNICIPAL DE ITAPURA,ITAPURA,44.447.126/0001-84,SAÚDE,AQUISIÇÃO DE AMBULÂNCIA,150000
2020,APRIGIO,PREFEITURA MUNICIPAL DE AMÉRICO BRASILIENSE,AMÉRICO BRASILIENSE,43.976.166/0001-50,SAÚDE,VEÍCULOS PARA ÁREA DA SAÚDE,200000
2020,APRIGIO,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE NOVA GRANADA,NOVA GRANADA,53.150.298/0001-82,SAÚDE,CUSTEIO,100000
2020,ARTHUR MAMAE FALEI,PREFEITURA MUNICIPAL DE SANTA RITA DO PASSA QUATRO,SANTA RITA DO PASSA QUATRO,45.749.819/0001-94,SAÚDE,AQUISIÇÃO DE VEÍCULO DE TRANSPORTE DE PACIENTES,150000
2020,ARTHUR MAMAE FALEI,PREFEITURA MUNICIPAL DE VALINHOS,VALINHOS,45.787.678/0001-02,SAÚDE,CUSTEIO,250000
2020,ARTHUR MAMAE FALEI,PREFEITURA MUNICIPAL DE JAGUARIÚNA,JAGUARIÚNA,46.410.866/0001-71,SAÚDE,CUSTEIO,120000
2020,ARTHUR MAMAE FALEI,PREFEITURA MUNICIPAL DE PEDREIRA,PEDREIRA,46.410.775/0001-36,SAÚDE,CUSTEIO,150000
2020,ARTHUR MAMAE FALEI,INSTITUTO DAS PEQUENAS MISSIONÁRIAS DE MARIA IMACULADA - HOSPITAL PIO XII,SÃO JOSÉ DOS CAMPOS,60.194.990/0006-82,SAÚDE,CUSTEIO,250000
2020,ARTHUR MAMAE FALEI,INSTITUTO DO CÂNCER ARNALDO VIEIRA DE CARVALHO,SÃO PAULO,60.945.854/0001-72,SAÚDE,CUSTEIO,160000
2020,ARTHUR MAMAE FALEI,INSTITUTO BRASILEIRO DE CONTROLE DO CÂNCER,SÃO PAULO,62.932.942/0001-65,SAÚDE,CUSTEIO,150000
2020,ARTHUR MAMAE FALEI,FUNDAÇÃO DE APOIO AO ENSINO PESQUISA E ASSISTÊNCIA DO HOSPITAL DAS CLÍNICAS DA FACULDADE DE MEDICINA,SÃO PAULO,57.722.118/0001-40,SAÚDE,CUSTEIO,400000
2020,ARTHUR MAMAE FALEI,ASSOCIAÇÃO DE ASSISTÊNCIA À CRIANÇA DEFICIENTE,SÃO PAULO,60.979.457/0001-11,SAÚDE,CUSTEIO,150000
2020,ARTHUR MAMAE FALEI,UNIVERSIDADE ESTADUAL DE CAMPINAS,CAMPINAS,46.068.425/0001-33,SAÚDE,CUSTEIO DO COMPLEXO HOSPITALAR DA UNICAMP - DEAS,250000
