programa,orgao,objetivo_estrategico,diagnostico,objetivo,publico_alvo,abrangencia_espacial,finialidade_programa,indicador_programa,fonte_informacao_programa,periodo_transferencia_programa,valor_mais_recente_programa,meta_final_ppa_programa
2000 - GESTÃO FISCAL E TRIBUTÁRIA,"53000 - SECRETARIA DE PROJETOS, ORÇAMENTO E  GESTÃO","9. GESTÃO PÚBLICA MODERNA E EFICIENTE, COMPROMETIDA COM A QUALIDADE DOS SERVIÇOSPÚBLICOS, CONTROLE DE GASTOS E TRANSPARÊNCIA.","CENÁRIO DE BAIXO CRESCIMENTO ECONÔMICO E DE INCERTEZAS, EXACERBADAS PELA CONJUNTURACRÍTICA CONSEQUENTE DA PANDEMIA DE COVID-19. TORNA-SE AINDA MAIS DESAFIADORA A GARANTIA DERECURSOS COMPATÍVEIS COM TODAS AS NECESSIDADES ORÇAMENTÁRIAS DO ESTADO E TORNA-SEIMPRESCINDÍVEL AMPLIAR A CAPACIDADE DE GERAÇÃO DE VALOR PÚBLICO COM OS RECURSOS HUMANOS EORÇAMENTÁRIOS DISPONÍVEIS.",ROVER E GERIR RECURSOS FINANCEIROS DE MODO A ASSEGURAR A PRESTAÇÃO DE SERVIÇOSÚBLICOS E OS INVESTIMENTOS DO ESTADO DE SÃO PAULO POR MEIO DAS ATIVIDADESINALÍSTICAS DA SECRETARIA DA FAZENDA E DO ESFORÇO PARA MODERNIZAR PROCESSOS EORTALECER CAPACIDADES GOVERNAMENTAIS.,POPULAÇÃO DO ESTADO DE SÃO PAULO,ESTADO,FINALÍSTICO,RELAÇÃO ENTRE O ORÇAMENTO DE CUSTEIO E A ARRECADAÇÃO BRUTADE IMPOSTOS (%),RELATÓRIO DE SEMESTRALDE PROGRESSO DOPROFISCO,2019,0.76,0.8
2000 - GESTÃO FISCAL E TRIBUTÁRIA,"53000 - SECRETARIA DE PROJETOS, ORÇAMENTO E  GESTÃO","9. GESTÃO PÚBLICA MODERNA E EFICIENTE, COMPROMETIDA COM A QUALIDADE DOS SERVIÇOSPÚBLICOS, CONTROLE DE GASTOS E TRANSPARÊNCIA.","CENÁRIO DE BAIXO CRESCIMENTO ECONÔMICO E DE INCERTEZAS, EXACERBADAS PELA CONJUNTURACRÍTICA CONSEQUENTE DA PANDEMIA DE COVID-19. TORNA-SE AINDA MAIS DESAFIADORA A GARANTIA DERECURSOS COMPATÍVEIS COM TODAS AS NECESSIDADES ORÇAMENTÁRIAS DO ESTADO E TORNA-SEIMPRESCINDÍVEL AMPLIAR A CAPACIDADE DE GERAÇÃO DE VALOR PÚBLICO COM OS RECURSOS HUMANOS EORÇAMENTÁRIOS DISPONÍVEIS.",ROVER E GERIR RECURSOS FINANCEIROS DE MODO A ASSEGURAR A PRESTAÇÃO DE SERVIÇOSÚBLICOS E OS INVESTIMENTOS DO ESTADO DE SÃO PAULO POR MEIO DAS ATIVIDADESINALÍSTICAS DA SECRETARIA DA FAZENDA E DO ESFORÇO PARA MODERNIZAR PROCESSOS EORTALECER CAPACIDADES GOVERNAMENTAIS.,POPULAÇÃO DO ESTADO DE SÃO PAULO,ESTADO,FINALÍSTICO,RESULTADO PRIMÁRIO (R$ BILHÕES),DEMONSTRATIVO DORESULTADO PRIMÁRIO,2018,14.36,12.7
2027 - GESTÃO DE SERVIÇOS PRESTADOS À ADMINISTRAÇÃO ESTADUAL,"53000 - SECRETARIA DE PROJETOS, ORÇAMENTO E  GESTÃO","9. GESTÃO PÚBLICA MODERNA E EFICIENTE, COMPROMETIDA COM A QUALIDADE DOS SERVIÇOSPÚBLICOS, CONTROLE DE GASTOS E TRANSPARÊNCIA.","OBSERVA-SE UMA DEMANDA CRESCENTE, NA SOCIEDADE, POR SERVIÇOS ÁGEIS E DE QUALIDADE. QUANDOSE CONSIDERA O CENÁRIO DE ESCASSEZ DE RECURSOS, AUMENTA A NECESSIDADE DE ADOÇÃO DESOLUÇÕES INOVADORAS, SEJA PARA A MELHORIA DOS SERVIÇOS INTERNOS AO ESTADO (POLÍTICA DEGESTÃO DE PESSOAS E RECURSOS MATERIAIS), SEJA DE INICIATIVAS VOLTADAS À SOCIEDADE. A CRIAÇÃODA SECRETARIA DE ORÇAMENTO, PROJETOS E GESTÃO, POR MEIO DO DECRETO NO 64.152, DE 22/03/2019,TROUXE A OPORTUNIDADE DE AGRUPAMENTO DOS ESFORÇOS DE GESTÃO .","MPLIAR A CAPACIDADE DE FORMULAR E IMPLEMENTAR POLÍTICA DE GESTÃO DE PESSOAS EECURSOS MATERIAIS DE FORMA A PROMOVER A PROFISSIONALIZAÇÃO DO SERVIÇO PÚBLICOAULISTA; 2) OTIMIZAR A PRESTAÇÃO DE SERVIÇOS PÚBLICOS DE QUALIDADE AO CIDADÃO, POREIO DA IMPLEMENTAÇÃO DE PROJETOS DE MELHORIA QUE PROMOVAM GANHOS DE GANHOSE EFICIÊNCIA.",ÓRGÃOS DA ADMINISTRAÇÃO PÚBLICA ESTADUAL E AUTARQUIAS,ESTADO,FINALÍSTICO,ÍNDICE DE ABSENTEÍSMO POR ADOECIMENTO DE SERVIDORES EFUNCIONÁRIOS PÚBLICOS ESTADUAIS (%),BANCO DE DADOS DA CRHEE   DADOS DO SISTEMA E-SISLA/DPME,2018,4.98,4.92
2027 - GESTÃO DE SERVIÇOS PRESTADOS À ADMINISTRAÇÃO ESTADUAL,"53000 - SECRETARIA DE PROJETOS, ORÇAMENTO E  GESTÃO","9. GESTÃO PÚBLICA MODERNA E EFICIENTE, COMPROMETIDA COM A QUALIDADE DOS SERVIÇOSPÚBLICOS, CONTROLE DE GASTOS E TRANSPARÊNCIA.","OBSERVA-SE UMA DEMANDA CRESCENTE, NA SOCIEDADE, POR SERVIÇOS ÁGEIS E DE QUALIDADE. QUANDOSE CONSIDERA O CENÁRIO DE ESCASSEZ DE RECURSOS, AUMENTA A NECESSIDADE DE ADOÇÃO DESOLUÇÕES INOVADORAS, SEJA PARA A MELHORIA DOS SERVIÇOS INTERNOS AO ESTADO (POLÍTICA DEGESTÃO DE PESSOAS E RECURSOS MATERIAIS), SEJA DE INICIATIVAS VOLTADAS À SOCIEDADE. A CRIAÇÃODA SECRETARIA DE ORÇAMENTO, PROJETOS E GESTÃO, POR MEIO DO DECRETO NO 64.152, DE 22/03/2019,TROUXE A OPORTUNIDADE DE AGRUPAMENTO DOS ESFORÇOS DE GESTÃO .","MPLIAR A CAPACIDADE DE FORMULAR E IMPLEMENTAR POLÍTICA DE GESTÃO DE PESSOAS EECURSOS MATERIAIS DE FORMA A PROMOVER A PROFISSIONALIZAÇÃO DO SERVIÇO PÚBLICOAULISTA; 2) OTIMIZAR A PRESTAÇÃO DE SERVIÇOS PÚBLICOS DE QUALIDADE AO CIDADÃO, POREIO DA IMPLEMENTAÇÃO DE PROJETOS DE MELHORIA QUE PROMOVAM GANHOS DE GANHOSE EFICIÊNCIA.",ÓRGÃOS DA ADMINISTRAÇÃO PÚBLICA ESTADUAL E AUTARQUIAS,ESTADO,FINALÍSTICO,PERCENTUAL DE AVALIAÇÃO POSITIVA DOS USUÁRIOS DA BEC/SP (%),PESQUISA ESPECIALIZADAREALIZADA PELO SISTEMADE GESTÃO DA QUALIDADE -BEC/SP,,,81.0
2027 - GESTÃO DE SERVIÇOS PRESTADOS À ADMINISTRAÇÃO ESTADUAL,"53000 - SECRETARIA DE PROJETOS, ORÇAMENTO E  GESTÃO","9. GESTÃO PÚBLICA MODERNA E EFICIENTE, COMPROMETIDA COM A QUALIDADE DOS SERVIÇOSPÚBLICOS, CONTROLE DE GASTOS E TRANSPARÊNCIA.","OBSERVA-SE UMA DEMANDA CRESCENTE, NA SOCIEDADE, POR SERVIÇOS ÁGEIS E DE QUALIDADE. QUANDOSE CONSIDERA O CENÁRIO DE ESCASSEZ DE RECURSOS, AUMENTA A NECESSIDADE DE ADOÇÃO DESOLUÇÕES INOVADORAS, SEJA PARA A MELHORIA DOS SERVIÇOS INTERNOS AO ESTADO (POLÍTICA DEGESTÃO DE PESSOAS E RECURSOS MATERIAIS), SEJA DE INICIATIVAS VOLTADAS À SOCIEDADE. A CRIAÇÃODA SECRETARIA DE ORÇAMENTO, PROJETOS E GESTÃO, POR MEIO DO DECRETO NO 64.152, DE 22/03/2019,TROUXE A OPORTUNIDADE DE AGRUPAMENTO DOS ESFORÇOS DE GESTÃO .","MPLIAR A CAPACIDADE DE FORMULAR E IMPLEMENTAR POLÍTICA DE GESTÃO DE PESSOAS EECURSOS MATERIAIS DE FORMA A PROMOVER A PROFISSIONALIZAÇÃO DO SERVIÇO PÚBLICOAULISTA; 2) OTIMIZAR A PRESTAÇÃO DE SERVIÇOS PÚBLICOS DE QUALIDADE AO CIDADÃO, POREIO DA IMPLEMENTAÇÃO DE PROJETOS DE MELHORIA QUE PROMOVAM GANHOS DE GANHOSE EFICIÊNCIA.",ÓRGÃOS DA ADMINISTRAÇÃO PÚBLICA ESTADUAL E AUTARQUIAS,ESTADO,FINALÍSTICO,TAXA DE PERCEPÇÃO DOS SERVIDORES EM RELAÇÃO AO ALCANCE E ÀQUALIDADE DAS POLÍTICAS DE GESTÃO DE PESSOAS (%),COORDENADORIA DERECURSOS HUMANOS DOESTADO - CRHE E SEADE,,,30.0
2029 - FORTALECIMENTO DO SISTEMA ESTADUAL DE PLANEJAMENTO E ORÇAMENTO,"53000 - SECRETARIA DE PROJETOS, ORÇAMENTO E  GESTÃO","9. GESTÃO PÚBLICA MODERNA E EFICIENTE, COMPROMETIDA COM A QUALIDADE DOS SERVIÇOSPÚBLICOS, CONTROLE DE GASTOS E TRANSPARÊNCIA.","A ALOCAÇÃO DE RECURSOS CONSIDERA POUCO OS SUBSÍDIOS DO PLANEJAMENTO, MONITORAMENTO EAVALIAÇÕES. ISSO É DECORRENTE, PRINCIPALMENTE, DA AUSÊNCIA DE INFORMAÇÕES ESTRUTURADASSOBRE O DESEMPENHO DOS PROGRAMAS E SOBRE OS DESAFIOS DO ESTADO, QUE REFLETEM FALHAS NACONCEPÇÃO E/OU EXECUÇÃO DO PLANEJAMENTO DAS AÇÕES E DO ORÇAMENTO, MAS TAMBÉM A PRÁTICAINCIPIENTE DE REALIZAR AVALIAÇÕES.","ROMOVER PROCESSOS EFICIENTES DE ALOCAÇÃO DE RECURSOS, DE MODO A OPORTUNIZARROGRAMAS E RESULTADOS GOVERNAMENTAIS MAIS EFICAZES E EFETIVOS",ÓRGÃOS E ENTIDADES DA ADMINISTRAÇÃO PÚBLICA ESTADUAL,ESTADO,FINALÍSTICO,PORCENTAGEM DE PRODUTOS DO PODER EXECUTIVO NO PPA COMDESEMPENHO SATISFATÓRIO (%),COORDENADORIA DEPLANEJAMENTO EORÇAMENTO,,,43.0
2029 - FORTALECIMENTO DO SISTEMA ESTADUAL DE PLANEJAMENTO E ORÇAMENTO,"53000 - SECRETARIA DE PROJETOS, ORÇAMENTO E  GESTÃO","9. GESTÃO PÚBLICA MODERNA E EFICIENTE, COMPROMETIDA COM A QUALIDADE DOS SERVIÇOSPÚBLICOS, CONTROLE DE GASTOS E TRANSPARÊNCIA.","A ALOCAÇÃO DE RECURSOS CONSIDERA POUCO OS SUBSÍDIOS DO PLANEJAMENTO, MONITORAMENTO EAVALIAÇÕES. ISSO É DECORRENTE, PRINCIPALMENTE, DA AUSÊNCIA DE INFORMAÇÕES ESTRUTURADASSOBRE O DESEMPENHO DOS PROGRAMAS E SOBRE OS DESAFIOS DO ESTADO, QUE REFLETEM FALHAS NACONCEPÇÃO E/OU EXECUÇÃO DO PLANEJAMENTO DAS AÇÕES E DO ORÇAMENTO, MAS TAMBÉM A PRÁTICAINCIPIENTE DE REALIZAR AVALIAÇÕES.","ROMOVER PROCESSOS EFICIENTES DE ALOCAÇÃO DE RECURSOS, DE MODO A OPORTUNIZARROGRAMAS E RESULTADOS GOVERNAMENTAIS MAIS EFICAZES E EFETIVOS",ÓRGÃOS E ENTIDADES DA ADMINISTRAÇÃO PÚBLICA ESTADUAL,ESTADO,FINALÍSTICO,TAXA DE ADERÊNCIA ENTRE O VALOR DO ORÇAMENTO REALIZADO E DOORÇAMENTO APROVADO (%),COORDENADORIA DEPLANEJAMENTO EORÇAMENTO,2018,97.85,98.0
"5100 - PLANEJAMENTO, COORDENAÇÃO E GESTÃO EFICIENTE DO GOVERNO","53000 - SECRETARIA DE PROJETOS, ORÇAMENTO E  GESTÃO","9. GESTÃO PÚBLICA MODERNA E EFICIENTE, COMPROMETIDA COM A QUALIDADE DOS SERVIÇOSPÚBLICOS, CONTROLE DE GASTOS E TRANSPARÊNCIA.","NECESSIDADE DE ASSISTIR DIRETA E INDIRETAMENTE AO GOVERNADOR DO ESTADO NO DESEMPENHO DESUAS ATRIBUIÇÕES; ARTICULAR, CONTROLAR E COORDENAR AS ATIVIDADES E TRABALHOS DE EXECUÇÃODO PLANO DE GOVERNO; PROMOVER A AVALIAÇÃO CONTÍNUA DAS AÇÕES DESENVOLVIDAS DOSPROGRAMAS E PROJETOS PRIORITÁRIOS DO GOVERNADOR DO ESTADO.","ISPONIBILIZAR MECANISMOS PARA EXECUÇÃO DO PLANO DE GOVERNO E DE AVALIAÇÃOONTÍNUA DAS AÇÕES DOS PROGRAMAS E PROJETOS PRIORITÁRIOS DO GOVERNADOR DOSTADO, ALÉM DE  ADMINISTRAR O PATRIMÔNIO IMOBILIÁRIO DO ESTADO DE SÃO PAULO",SERVIDORES DA SECRETARIA DE GOVERNO.,ESTADO,MELHORIA DE GESTÃO DE POLÍTICAS PÚBLICAS,REDUÇÃO PERCENTUAL DO GASTO COM LOCAÇÃO DE IMÓVEIS (%),INTERNA (CPI),2018-2019,2.0,8.0
5102 - REDE SOCIAL DE CIDADANIA E SUSTENTABILIDADE,51000 - SECRETARIA DE GOVERNO,5. DESENVOLVIMENTO SOCIAL GARANTINDO OS DIREITOS INDIVIDUAIS E COLETIVOS EPROMOVENDO A AUTONOMIA PLENA.,"NO ESTADO DE SP HÁ UMA PARCELA DA POPULAÇÃO QUE AINDA SE ENCONTRA EM SITUAÇÃO DEVULNERABILIDADE SOCIAL, ASSIM O FUSSP TEM A MISSÃO DE DESENVOLVER PROGRAMAS E PROJETOS,ATUANDO EM PARCERIA COM ENTIDADES GOVERNAMENTAIS E NÃO GOVERNAMENTAIS, COM A FINALIDADEDE PROMOVER A AUTONOMIA ECONÔMICA, SOCIAL E O DESENVOLVIMENTO SUSTENTÁVEL PARA ASPESSOAS EM SITUAÇÃO DE VULNERABILIDADE SOCIAL NO ESTADO DE SÃO PAULO.","ROMOVER A AUTONOMIA ECONÔMICA, SOCIAL E O DESENVOLVIMENTO SUSTENTÁVEL PARAESSOAS E COMUNIDADES EM SITUAÇÃO DE VULNERABILIDADE SOCIAL NO ESTADO DE SÃOAULO, POR MEIO DA AMPLIAÇÃO DAS OPORTUNIDADES DE QUALIFICAÇÃO PROFISSIONAL, DANCLUSÃO PRODUTIVA, DO EMPREENDEDORISMO E DO DESENVOLVIMENTO ECONÔMICOESCENTRALIZADO E SUSTENTÁVEL.","INDIVÍDUOS, FAMÍLIAS E COMUNIDADES EM SITUAÇÃO DE VULNERABILIDADE SOCIAL.",ESTADO,FINALÍSTICO,"NÚMERO TOTAL DE PESSOAS BENEFICIADAS PELO PROGRAMA "" REDESOCIAL DE CIDADANIA E SUSTENTABILIDADE"" (UNIDADE)",FUNDO SOCIAL DE SÃOPAULO - FUSSP,2016-2018,1024029.0,1434900.0
5104 - ARQUIVO DO ESTADO - PRESERVAÇÃO E GESTÃO DOCUMENTAL,"53000 - SECRETARIA DE PROJETOS, ORÇAMENTO E  GESTÃO","9. GESTÃO PÚBLICA MODERNA E EFICIENTE, COMPROMETIDA COM A QUALIDADE DOS SERVIÇOSPÚBLICOS, CONTROLE DE GASTOS E TRANSPARÊNCIA.","O USO DA TECNOLOGIA A FAVOR DA MELHORIA DA EFICIÊNCIA E EFICÁCIA DA ADM.PÚBLICA É CRESCENTE.DESTACA-SE A IMPORTÂNCIA E NECESSIDADE PREMENTE DE POLÍTICA VOLTADA P/ PRODUÇÃO, GESTÃO,PRESERVAÇÃO E ACESSO AOS DOCUMENTOS DIGITAIS, DE MODO A PROMOVER A TRANSPARÊNCIA E ASEGURANÇA DAS INFORMAÇÕES. A POLÍTICA ESTADUAL DE GESTÃO DOCUMENTAL VEM SENDO IMPLANTADAPROGRESSIVAMENTE C/ APLICAÇÃO ROTINEIRA DE PLANOS DE CLASSIFICAÇÃO E TABELAS DETEMPORALIDADE. A ELABORAÇÃO DESSES INSTRUMENTOS FACILITA A RECUPERAÇÃO DA INFORMAÇÃO EORIENTA A AVALIAÇÃO DA MASSA DOCUMENTAL ACUMULADA NOS ÓRGÃOS AO LONGO DO TEMPO, O QUEGERA ECONOMIA DE RECURSOS PÚBLICOS C/ ELIMINAÇÃO SEGURA E CRITERIOSA DE DOCUMENTOS, BEMCOMO O RECOLHIMENTO, TRATAMENTO E ACESSO AO PATRIMÔNIO DOCUMENTAL PRESERVADO. MUITOSDOCUMENTOS PERMANENTES ESTÃO NOS ÓRGÃOS, CUSTODIAMOS APENAS PARTE DESTE PATRIMÔNIO.TRATA-SE DE ATIVIDADE TÉCNICA E UM CORPO QUALIFICADO É INDISPENSÁVEL À AMPLIAÇÃO DAPROTEÇÃO, DESCRIÇÃO E DISPONIBILIZAÇÃO À SOCIEDADE","MPLEMENTAR A POLÍTICA ESTADUAL DE ARQUIVOS, DEFINIR NORMAS E REQUISITOS PARAOLUÇÕES TECNOLÓGICAS DE GESTÃO DOCUMENTAL, PRESERVAR E DIFUNDIR O PATRIMÔNIOOCUMENTAL E PROMOVER AO CIDADÃO O ACESSO À INFORMAÇÃO","CIDADÃOS, ADMINISTRAÇÃO PÚBLICA ESTADUAL E MUNICIPAL, SERVIDORES, GESTORESPÚBLICOS, PÚBLICO ESCOLAR, UNIVERSIDADES  E SOCIEDADE.",ESTADO,FINALÍSTICO,METRAGEM DE DOCUMENTOS AVALIADOS E DESTINADOS À ELIMINAÇÃO(UNIDADE),CENTRO DE GESTÃODOCUMENTAL/DGSAESP,2016-2018,52883.0,266750.0
5104 - ARQUIVO DO ESTADO - PRESERVAÇÃO E GESTÃO DOCUMENTAL,"53000 - SECRETARIA DE PROJETOS, ORÇAMENTO E  GESTÃO","9. GESTÃO PÚBLICA MODERNA E EFICIENTE, COMPROMETIDA COM A QUALIDADE DOS SERVIÇOSPÚBLICOS, CONTROLE DE GASTOS E TRANSPARÊNCIA.","O USO DA TECNOLOGIA A FAVOR DA MELHORIA DA EFICIÊNCIA E EFICÁCIA DA ADM.PÚBLICA É CRESCENTE.DESTACA-SE A IMPORTÂNCIA E NECESSIDADE PREMENTE DE POLÍTICA VOLTADA P/ PRODUÇÃO, GESTÃO,PRESERVAÇÃO E ACESSO AOS DOCUMENTOS DIGITAIS, DE MODO A PROMOVER A TRANSPARÊNCIA E ASEGURANÇA DAS INFORMAÇÕES. A POLÍTICA ESTADUAL DE GESTÃO DOCUMENTAL VEM SENDO IMPLANTADAPROGRESSIVAMENTE C/ APLICAÇÃO ROTINEIRA DE PLANOS DE CLASSIFICAÇÃO E TABELAS DETEMPORALIDADE. A ELABORAÇÃO DESSES INSTRUMENTOS FACILITA A RECUPERAÇÃO DA INFORMAÇÃO EORIENTA A AVALIAÇÃO DA MASSA DOCUMENTAL ACUMULADA NOS ÓRGÃOS AO LONGO DO TEMPO, O QUEGERA ECONOMIA DE RECURSOS PÚBLICOS C/ ELIMINAÇÃO SEGURA E CRITERIOSA DE DOCUMENTOS, BEMCOMO O RECOLHIMENTO, TRATAMENTO E ACESSO AO PATRIMÔNIO DOCUMENTAL PRESERVADO. MUITOSDOCUMENTOS PERMANENTES ESTÃO NOS ÓRGÃOS, CUSTODIAMOS APENAS PARTE DESTE PATRIMÔNIO.TRATA-SE DE ATIVIDADE TÉCNICA E UM CORPO QUALIFICADO É INDISPENSÁVEL À AMPLIAÇÃO DAPROTEÇÃO, DESCRIÇÃO E DISPONIBILIZAÇÃO À SOCIEDADE","MPLEMENTAR A POLÍTICA ESTADUAL DE ARQUIVOS, DEFINIR NORMAS E REQUISITOS PARAOLUÇÕES TECNOLÓGICAS DE GESTÃO DOCUMENTAL, PRESERVAR E DIFUNDIR O PATRIMÔNIOOCUMENTAL E PROMOVER AO CIDADÃO O ACESSO À INFORMAÇÃO","CIDADÃOS, ADMINISTRAÇÃO PÚBLICA ESTADUAL E MUNICIPAL, SERVIDORES, GESTORESPÚBLICOS, PÚBLICO ESCOLAR, UNIVERSIDADES  E SOCIEDADE.",ESTADO,FINALÍSTICO,METRAGEM DO ACERVO CUSTODIADO NO ARQUIVO PÚBLICO DOESTADO DE SÃO PAULO - APESP (M),"CENTROS E NÚCLEOSDETENTORES DE ACERVO DODPDA E CENTRO DE ARQUIVOADMINISTRATIVO, DODGSAESP",2018,33737.41,42900.75
5104 - ARQUIVO DO ESTADO - PRESERVAÇÃO E GESTÃO DOCUMENTAL,"53000 - SECRETARIA DE PROJETOS, ORÇAMENTO E  GESTÃO","9. GESTÃO PÚBLICA MODERNA E EFICIENTE, COMPROMETIDA COM A QUALIDADE DOS SERVIÇOSPÚBLICOS, CONTROLE DE GASTOS E TRANSPARÊNCIA.","O USO DA TECNOLOGIA A FAVOR DA MELHORIA DA EFICIÊNCIA E EFICÁCIA DA ADM.PÚBLICA É CRESCENTE.DESTACA-SE A IMPORTÂNCIA E NECESSIDADE PREMENTE DE POLÍTICA VOLTADA P/ PRODUÇÃO, GESTÃO,PRESERVAÇÃO E ACESSO AOS DOCUMENTOS DIGITAIS, DE MODO A PROMOVER A TRANSPARÊNCIA E ASEGURANÇA DAS INFORMAÇÕES. A POLÍTICA ESTADUAL DE GESTÃO DOCUMENTAL VEM SENDO IMPLANTADAPROGRESSIVAMENTE C/ APLICAÇÃO ROTINEIRA DE PLANOS DE CLASSIFICAÇÃO E TABELAS DETEMPORALIDADE. A ELABORAÇÃO DESSES INSTRUMENTOS FACILITA A RECUPERAÇÃO DA INFORMAÇÃO EORIENTA A AVALIAÇÃO DA MASSA DOCUMENTAL ACUMULADA NOS ÓRGÃOS AO LONGO DO TEMPO, O QUEGERA ECONOMIA DE RECURSOS PÚBLICOS C/ ELIMINAÇÃO SEGURA E CRITERIOSA DE DOCUMENTOS, BEMCOMO O RECOLHIMENTO, TRATAMENTO E ACESSO AO PATRIMÔNIO DOCUMENTAL PRESERVADO. MUITOSDOCUMENTOS PERMANENTES ESTÃO NOS ÓRGÃOS, CUSTODIAMOS APENAS PARTE DESTE PATRIMÔNIO.TRATA-SE DE ATIVIDADE TÉCNICA E UM CORPO QUALIFICADO É INDISPENSÁVEL À AMPLIAÇÃO DAPROTEÇÃO, DESCRIÇÃO E DISPONIBILIZAÇÃO À SOCIEDADE","MPLEMENTAR A POLÍTICA ESTADUAL DE ARQUIVOS, DEFINIR NORMAS E REQUISITOS PARAOLUÇÕES TECNOLÓGICAS DE GESTÃO DOCUMENTAL, PRESERVAR E DIFUNDIR O PATRIMÔNIOOCUMENTAL E PROMOVER AO CIDADÃO O ACESSO À INFORMAÇÃO","CIDADÃOS, ADMINISTRAÇÃO PÚBLICA ESTADUAL E MUNICIPAL, SERVIDORES, GESTORESPÚBLICOS, PÚBLICO ESCOLAR, UNIVERSIDADES  E SOCIEDADE.",ESTADO,FINALÍSTICO,PERCENTUAL DE ATENDIMENTO AOS PEDIDOS DE ACESSO ÀINFORMAÇÃO - LAI (%),SISTEMA SIC.SPCONTROLADO PELACENTRAL DE ATENDIMENTOAO CIDADÃO - CAC DODEPARTAMENTO DE GESTÃODO,2018,84.62,93.5
5104 - ARQUIVO DO ESTADO - PRESERVAÇÃO E GESTÃO DOCUMENTAL,"53000 - SECRETARIA DE PROJETOS, ORÇAMENTO E  GESTÃO","9. GESTÃO PÚBLICA MODERNA E EFICIENTE, COMPROMETIDA COM A QUALIDADE DOS SERVIÇOSPÚBLICOS, CONTROLE DE GASTOS E TRANSPARÊNCIA.","O USO DA TECNOLOGIA A FAVOR DA MELHORIA DA EFICIÊNCIA E EFICÁCIA DA ADM.PÚBLICA É CRESCENTE.DESTACA-SE A IMPORTÂNCIA E NECESSIDADE PREMENTE DE POLÍTICA VOLTADA P/ PRODUÇÃO, GESTÃO,PRESERVAÇÃO E ACESSO AOS DOCUMENTOS DIGITAIS, DE MODO A PROMOVER A TRANSPARÊNCIA E ASEGURANÇA DAS INFORMAÇÕES. A POLÍTICA ESTADUAL DE GESTÃO DOCUMENTAL VEM SENDO IMPLANTADAPROGRESSIVAMENTE C/ APLICAÇÃO ROTINEIRA DE PLANOS DE CLASSIFICAÇÃO E TABELAS DETEMPORALIDADE. A ELABORAÇÃO DESSES INSTRUMENTOS FACILITA A RECUPERAÇÃO DA INFORMAÇÃO EORIENTA A AVALIAÇÃO DA MASSA DOCUMENTAL ACUMULADA NOS ÓRGÃOS AO LONGO DO TEMPO, O QUEGERA ECONOMIA DE RECURSOS PÚBLICOS C/ ELIMINAÇÃO SEGURA E CRITERIOSA DE DOCUMENTOS, BEMCOMO O RECOLHIMENTO, TRATAMENTO E ACESSO AO PATRIMÔNIO DOCUMENTAL PRESERVADO. MUITOSDOCUMENTOS PERMANENTES ESTÃO NOS ÓRGÃOS, CUSTODIAMOS APENAS PARTE DESTE PATRIMÔNIO.TRATA-SE DE ATIVIDADE TÉCNICA E UM CORPO QUALIFICADO É INDISPENSÁVEL À AMPLIAÇÃO DAPROTEÇÃO, DESCRIÇÃO E DISPONIBILIZAÇÃO À SOCIEDADE","MPLEMENTAR A POLÍTICA ESTADUAL DE ARQUIVOS, DEFINIR NORMAS E REQUISITOS PARAOLUÇÕES TECNOLÓGICAS DE GESTÃO DOCUMENTAL, PRESERVAR E DIFUNDIR O PATRIMÔNIOOCUMENTAL E PROMOVER AO CIDADÃO O ACESSO À INFORMAÇÃO","CIDADÃOS, ADMINISTRAÇÃO PÚBLICA ESTADUAL E MUNICIPAL, SERVIDORES, GESTORESPÚBLICOS, PÚBLICO ESCOLAR, UNIVERSIDADES  E SOCIEDADE.",ESTADO,FINALÍSTICO,QUANTIDADE DE ITENS DOCUMENTAIS MODELADOS PARA PRODUÇÃODE DOCUMENTOS DIGITAIS (UNIDADE),ARQUIVO PUBLICO DOESTADO DE SÃO PAULO -APESP,,,2334.0
5113 - DESENVOLVIMENTO E EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOS DETRANSPORTE DELEGADOS,51000 - SECRETARIA DE GOVERNO,"9. GESTÃO PÚBLICA MODERNA E EFICIENTE, COMPROMETIDA COM A QUALIDADE DOS SERVIÇOSPÚBLICOS, CONTROLE DE GASTOS E TRANSPARÊNCIA.","O ESTADO É RESPONSÁVEL POR PROVER OS SERVIÇOS DE TRANSPORTE INTERMUNICIPAL, PORÉMENFRENTA LIMITAÇÕES DE RECURSOS E DE EFICIÊNCIA OPERACIONAL PARA PROVÊ-LOS DIRETAMENTE;POR OUTRO LADO, HÁ EMPRESAS DISPOSTAS A EXPLORAR ESSES SERVIÇOS ECONOMICAMENTE.","NCENTIVAR O DESENVOLVIMENTO E ASSEGURAR A EXCELÊNCIA DA PRESTAÇÃO DOS SERVIÇOSE TRANSPORTES, POR MEIO DA REGULAÇÃO E FISCALIZAÇÃO, MEDIANDO OS INTERESSES DOSSUÁRIOS, ENTIDADES REGULADAS E PODER CONCEDENTE",USUÁRIOS DOS SERVIÇOS DE TRANSPORTES E ENTIDADES DELEGADAS DA INICIATIVA PRIVADA.,ESTADO,FINALÍSTICO,PERCENTUAL DE EMPRESAS FISCALIZADAS (%),ARTESP,2016-2018,100.0,100.0
